Invoice No,"Line number
reference","Item
Description","Billing
Reference",Date,Time,"Aircraft
ID","Flight
Number","Origin
Code",Dest. Code,Entry Point,Exit Point,"Distance
Km","Aircraft
Type","Weight
Factor","Distance
Factor","Flight
Type","En-Route
Charge",Approach Charge,"Flight Total
Charge","Item Subtotal
Including VAT"
502012523021670,270,"Overflights -
12930090",12930090,16-Jun-25,0.205266,VTANW,AICl58,EKCH,VIDP,SILKA,DAROR,1441,8788,2.14,14.41,s,3638.81,0,"3,638.8 I",3638.81
502012523021670,271,"Overflights -
12930125",12930125,16-Jun-25,0.220093,VTANS,AICl70,EGKK,VIAR,SILKA,DAROR,1441,8788,2.14,14.41,s,3638.81,0,3638.81,3638.81
502012523021670,272,"Overflights -
12930335",12930335,16-Jun-25,0.22941,VTANX,AICl47,VIDP,LFPG,ULADA,KITOT,1538,8788,2.14,15.38,s,3883.76,0,3883.76,3883.76
502012523021670,273,"Overflights -
12936556",12936556,16-Jun-25,0.232106,VTANK,AICl60,EGKK,VAAl-1,SILKA,DAROR,1441,B788,2.14,14.41,s,3638.81,0,"3,638.8 I",3638.81
502012523021670,274,"Overflights -
12930292",12930292,16-Jun-25,0.23235,VTJRE,AICIII,VIDP,EGLL,ULADA,KJTOT,1538,A359,2.39,15.38,s,4337.47,0,4337.47,4337.47
502012523021670,275,"Overflights -
12930267",12930267,16-Jun-25,0.256481,VTAEM,AJC116,KJFK,VABB,SILKA,DAROR,1441,B77W,2.65,14.41,s,4506.01,0,4506.01,4506.01
502012523021670,276,"Overflights -
12930436",12930436,16-Jun-25,0.289525,VTANV,AIC118,EGBB,VIAR,SILKA,DAROR,1441,B788,2.14,14.41,s,3638.81,0,3638.81,3638.81
502012523021670,277,"Overflights -
12930539",12930539,16-Jun-25,0.310856,VTALN,AICl26,KORD,VIDP,IMRAD,DAROR,1421,B77W,2.65,14.21,s,4443.47,0,4443.47,4443.47
502012523021670,278,"Overflights -
12930603",12930603,16-Jun-25,07:57: I 5,VTALJ,AIC188,CYYZ,VIDP,SILKA,DAROR,1441,B77W,2.65,14.41,s,4506.01,0,4506.01,4506.01
502012523021670,279,"Overflights -
12930938",12930938,16-Jun-25,0.433773,VTANU,AIC132D,EGLL,VOBL,SILKA,DAROR,1441,B788,2.14,14.41,s,3638.81,0,"3,638.8 I",3638.81
502012523021670,280,"Overflights -
12931045",12931045,16-Jun-25,0.438044,VTTSQ,AIC2027,VABB,EDDF,ULADA,KJTOT,1538,B789,2.25,15.38,s,4083.39,0,4083.39,4083.39
502012523021670,281,"Overflights -
12936553",12936553,16-Jun-25,0.441667,VTANA,AICl55,VIDP,EHAM,ULADA,KJTOT,1538,B788,2.14,15.38,s,3883.76,0,3883.76,3883.76
502012523021670,282,"Overflights -
12931187",12931187,16-Jun-25,II :13:44,VTTSO,AIC2017,VIDP,EGLL,ULADA,KJTOT,1538,8789,2.25,15.38,s,4083.39,0,4083.39,4083.39
502012523021670,283,"Overflights -
12931263",12931263,16-Jun-25,11 :40:42,VTTSH,AIC2029,VJDP,EDDF,ULADA,KITOT,1538,B789,2.25,15.38,s,4083.39,0,4083.39,4083.39
502012523021670,284,"Ovcrtlights -
12931140",12931140,16-Jun-25,11 :41:43,VTALX,AICl90D,CYYZ,VIDP,SJLKA,DAROR,1441,B77W,2.65,14.41,s,4506.01,0,4506.01,4506.01
502012523021670,285,"Overflights -
12931297",12931297,16-Jun-25,11 :57:55,VTTSE,AIC\37,VlDP,LIMC,ULADA,KJTOT,1538,B789,2.25,15.38,s,4083.39,0,4083.39,4083.39
502012523021670,286,"Overflights -
12931336",12931336,16-Jun-25,0.501134,VTANN,AICl51,VIDP,LSZl-1,ULADA,KJTOT,1538,B788,2.14,15.38,s,3883.76,0,3883.76,3883.76
502012523021670,287,"Overflights -
12931358",12931358,16-Jun-25,0.510336,VTAEN,AICl31,VABB,EGLL,ULADA,KJTOT,1538,B77W,2.65,15.38,s,4809.33,0,4809.33,4809.33
502012523021670,288,"Overflights -
12936554",12936554,16-Jun-25,0.546215,VTANL,AICl59,VAAl-1,EGKK,ULADA,IMRAD,1450,B788,2.14,14.5,s,3661.54,0,3661.54,3661.54
502012523021670,289,"Overflights -
12931545",12931545,16-Jun-25,0.564306,VTJRA,AICl62,EGLL,VIDP,SILKA,DAROR,1441,A359,2.39,14.41,s,4063.91,0,4063.91,4063.91
502012523021670,290,"Overflights -
12931875",12931875,16-Jun-25,0.68463,VTAEO,AICl28,EGLL,VABB,SILKA,NARMI,1480,B77W,2.65,14.8,s,4627.96,0,4627.96,4627.96
502012523021670,291,"Landings -
12931940",12931940,16-Jun-25,0.747222,VTEXJ,AJC931,VABB,OEJN,PEKEM,OEJN,1514,A320,1.26,15.14,s,2251.02,252,2503.02,2503.02
502012523021670,292,"Landings -
1293 I 746",12931746,16-Jun-25,0.748611,VTCIQ,AIC991,VIDP,OEJN,ULADA,OEJN,1241,A320,1.26,12.41,s,1845.12,252,2097.12,2097.12
502012523021670,293,"Overflights -
12932142",12932142,16-Jun-25,0.772199,VTANX,AJCl48,LFPG,VIDP,SILKA,DAROR,1441,B788,2.14,14.41,s,3638.81,0,"3,638.8 I",3638.81
502012523021670,294,"Landings -
12932323",12932323,16-Jun-25,19: 11 :48,VTCIQ,AIC992,OEJN,VIDP,OEJN,MIDGU,1675,A320,1.26,16.75,s,2490.39,0,2490.39,2490.39
502012523021670,295,"Overflights -
12932278",12932278,16-Jun-25,0.801736,VTJRE,AIC112,EGLL,VIDP,SILKA,DAROR,1441,A359,2.39,14.41,s,4063.91,0,4063.91,4063.91
502012523021670,296,"Landings -
12932070",12932070,16-Jun-25,0.804167,VTTNY,AIC935,VABB,OEDF,NARMJ,OEDF,36,A20N,1.26,0.36,s,53.52,252,305.52,305.52
502012523021670,297,"Landings -
12932383",12932383,16-Jun-25,0.819352,VTEXJ,AIC932,OEJN,VABB,OEJN,MIDGU,1675,A320,1.26,16.75,s,2490.39,0,2490.39,2490.39
502012523021670,298,"Landings -
12932395",12932395,16-Jun-25,0.873553,VTTNY,AIC936,OEDF,VABB,OEDF,ROTEL,61,A20N,1.26,0.61,s,90.69,0,90.69,90.69
502012523021670,299,"Overflights -
12933195",12933195,16-Jun-25,0.912361,VTAEM,AICll9,VABB,KJFK,TOKRA,PASAM,2165,B77W,2.65,21.65,s,6769.96,0,6769.96,6769.96
502012523021670,300,"Overflights -
12933103",12933103,16-Jun-25,22:46: I 8,VTTSQ,AIC2028,EDDF,VABB,SILKA,DAROR,1441,B789,2.25,14.41,s,3825.86,0,3.825.86,3825.86
502012523021670,301,"Ovcrilights -
12933290",12933290,16-Jun-25,0.962234,VTALJ,AJCl27,VIDP,LOWW,ULADA,PASAM,1523,B77W,2.65,15.23,s,4762.42,0,4762.42,4762.42
502012523021670,302,"Overflights -
12933247",12933247,16-Jun-25,0.972234,VTJRF,AIC\05,VIDP,KEWR,PEKEM,GIBAL,1787,A359,2.39,17.87,s,5039.7,0,5039.7,5039.7
502012523021670,303,"Overflights -
12936555",12936555,16-Jun-25,0.982396,VTANA,AICl56,EHAM,VIDP,SILKA,DAROR,1441,B788,2.14,14.41,s,3638.81,0,3638.81,3638.81
502012523021670,304,"Overflights -
12933 I 66",12933166,16-Jun-25,0.98537,VTANI,AICI04,KIAD,VIDP,SILKA,DAROR,1441,B788,2.14,14.41,s,3638.81,0,"3,638.8 I",3638.81
502012523021670,305,"Overflights -
12933168",12933168,16-Jun-25,0.989826,VTANN,AICl52,LSZJ-1,VIDP,SILKA,DAROR,1441,B788,2.14,14.41,s,3638.81,0,3638.81,3638.81
502012523021670,306,"Overflights -
12933410",12933410,16-Jun-25,0.995938,VTJRH,AICl61,VIDP,EGLL,ULADA,PASAM,1523,A359,2.39,15.23,s,4295.16,0,4295.16,4295.16
502012523021670,307,"Overflights -
12933320",12933320,17-Jun-25,0.010093,VTTSH,AIC2030,EDDF,VIDP,SILKA,DAROR,1441,B789,2.25,14.41,s,3825.86,0,3825.86,3825.86
502012523021670,308,"Overflights -
12933352",12933352,17-Jun-25,0.016991,VTTSE,AJCl38,LIMC,VIDP,SILKA,DAROR,1441,B789,2.25,14.41,s,3825.86,0,3825.86,3825.86
502012523021670,309,"Overflights -
12933441",12933441,17-Jun-25,0.041262,VTTSO,AJC2018,EGLL,VIDP,SILKA,DAROR,1441,B789,2.25,14.41,s,3825.86,0,3825.86,3825.86
502012523021670,310,"Overflights -
12933519",12933519,17-Jun-25,0.061655,VTAER,AJCl30,EGLL,VABB,SILKA,NARMI,1480,B77W,2.65,14.8,s,4627.96,0,4627.96,4627.96
502012523021670,311,"Overflights -
12933650",12933650,17-Jun-25,0 I:35:27,VTAEN,AICl29,VABB,EGLL,TOKRA,IMRAD,2059,B77W,2.65,20.59,s,6438.49,0,6438.49,6438.49
502012523021670,312,"Overflights -
12933639",12933639,17-Jun-25,0.075845,VTJRA,AICI0I,VlDP,KJFK,PEKEM,PASAM,I 990.00,A359,2.39,19.9,s,5612.2,0,5612.2,5612.2
502012523021670,313,"Overflights -
12933555",12933555,17-Jun-25,0.076505,VTJRJ,AICI06,KEWR,VIDP,SILKA,DAROR,1441,A359,2.39,14.41,s,4063.91,0,4063.91,4063.91
502012523021670,314,"Overflights -
12933630",12933630,17-Jun-25,0.108113,VTAEP,AICll6,KJFK,VABB,SILKA,DAROR,1441,B77W,2.65,14.41,s,4506.01,0,4506.01,4506.01
502012523021670,315,"Overflights -
12936557",12936557,17-Jun-25,0.115926,VTANL,AICl60,EGKK,VAAH,SILKA,DAROR,1441,B788,2.14,14.41,s,3638.81,0,3638.81,3638.81
502012523021670,316,"Overflights -
12933736",12933736,17-Jun-25,0.118924,VTANU,AICl47,VIDP,LFPG,ULADA,PASAM,1523,8788,2.14,15.23,s,3845.88,0,3845.88,3845.88
502012523021670,317,"Overflights -
12933670",12933670,17-Jun-25,0.123356,VTJRB,AIC102,KJFK,VIDP,SILKA,DAROR,1441,A359,2.39,14.41,s,4063.91,0,4063.91,4063.91
502012523021670,318,"Ovcrilights -
12933795",12933795,17-Jun-25,0.132546,VTALM,AJCl87,VIDP,LOWW,ULADA,PASAM,1523,B77W,2.65,15.23,s,4762.42,0,4762.42,4762.42
502012523021670,319,"Overflights -
12933781",12933781,17-Jun-25,0.13603,VTTSP,AIC2025,VIDP,EDDF,ULADA,PASAM,1523,B789,2.25,15.23,s,4043.57,0,4043.57,4043.57
502012523021670,320,"Landings -
12933430",12933430,17-Jun-25,0.136806,VTCIN,AIC921,VABB,OERK,PEKEM,OERK,760,A320,1.26,7.6,s,1129.97,252,1381.97,1381.97
502012523021670,321,"Landings -
12933804",12933804,17-Jun-25,0.19037,VTCIN,AIC922,OERK,VABB,OERK,MIDGU,926,A320,1.26,9.26,s,1376.78,0,1376.78,1376.78
502012523021670,322,"Overflights -
12934316",12934316,17-Jun-25,0.284051,VTJRE,AICIII,VlDP,EGLL,ULADA,IMRAD,1450,A359,2.39,14.5,s,4089.29,0,4089.29,4089.29
502012523021670,323,"Overflights -
12934373",12934373,17-Jun-25,0.287326,VTANX,AICI03D,VlDP,LOWW,ULADA,PASAM,1523,B788,2.14,15.23,s,3845.88,0,3845.88,3845.88
502012523021670,324,"Overflights -
12934358",12934358,17-Jun-25,0.320359,VTALT,AICl26,KORD,VIDP,SILKA,DAROR,1441,B77W,2.65,14.41,s,4506.01,0,4506.01,4506.01
502012523021670,325,"Overflights -
12934742",12934742,17-Jun-25,0.416042,VTNAA,AJCl55,VIDP,EHAM,ULADA,IMRAD,1450,B788,2.14,14.5,s,3661.54,0,3661.54,3661.54
502012523021670,326,"Overflights -
12935005",12935005,17-Jun-25,0.452859,VTAEO,AICl31,VABB,EGLL,TOKRA,PASAM,2165,B77W,2.65,21.65,s,6769.96,0,6769.96,6769.96
502012523021670,327,"Overflights -
12934771",12934771,17-Jun-25,0.460463,VTALR,AJCl88,CYYZ,VIDP,!'ASAM,DAROR,1489,B77W,2.65,14.89,s,4656.1,0,4656.1,4656.1
502012523021670,328,"Overflights -
12934937",12934937,17-Jun-25,II :05:08,VTANP,AICl45,YOGA,EGKK,ULADA,PASAM,1523,8788,2.14,15.23,s,3845.88,0,3845.88,3845.88
502012523021670,329,"Overflights -
12935012",12935012,17-Jun-25,11 :27:59,VTTSE,AIC2017,VIDP,EGLL,ULADA,PASAM,I 523.00,B789,2.25,15.23,s,4043.57,0,4043.57,4043.57
502012523021670,330,"Overflights -
12935127",12935127,17-Jun-25,0.503368,VTTSO,AIC2029,VIDP,EDDF,ULADA,PASAM,1523,B789,2.25,15.23,s,4043.57,0,4043.57,4043.57
502012523021670,331,"Overflights -
12935205",12935205,17-Jun-25,0.521481,VTTSN,AIC2015,VIDP,EGLL,ULADA,PASAM,1523,B789,2.25,15.23,s,4043.57,0,4043.57,4043.57
502012523021670,332,"Overflights -
12935313",12935313,17-Jun-25,0.588194,VTJRH,AICl62,EGLL,VIDP,SILKA,DAROR,1441,A359,2.39,14.41,s,4063.91,0,4063.91,4063.91
502012523021670,333,"Landings -
12935060",12935060,17-Jun-25,0.622222,VTEXP,AIC925,VIDP,OERK,PEKEM,OERK,760,A320,1.26,7.6,s,1129.97,252,1381.97,1381.97
502012523021670,334,"Overflights -
12935603",12935603,17-Jun-25,16: 11 :48,VTTSP,AIC2026,EDDF,VIDP,SILKA,DAROR,1441,B789,2.25,14.41,s,3825.86,0,3825.86,3825.86
502012523021670,335,"Ovcrtlights -
12935624",12935624,17-Jun-25,0.676273,VTAEN,AJCl28,EGLL,VABB,SILKA,DAROR,1441,877W,2.65,14.41,s,4506.01,0,4506.01,4506.01
502012523021670,336,"Overflights -
12935462",12935462,17-Jun-25,0.679306,VTANU,AIC\48,LFPG,VIDP,SILKA,DAROR,1441,8788,2.14,14.41,s,3638.81,0,3638.81,3638.81
502012523021670,337,"Landings -
12935471",12935471,17-Jun-25,0.685845,VTEXP,AIC926,OERK,VIDP,OERK,DAROR,400,A320,1.26,4,s,594.72,0,594.72,594.72
502012523021670,338,"Landings -
12935521",12935521,17-Jun-25,0.6875,VTEXJ,AIC937,VABB,OEJN,PEKEM,OEJN,1514,A320,1.26,15.14,s,2251.02,252,2503.02,2503.02
502012523021670,339,"Landings -
12935381",12935381,17-Jun-25,0.702778,VTCIQ,AIC991,VIDP,OEJN,ULADA,OEJN,1241,A320,1.26,12.41,s,1845.12,252,2097.12,2097.12
502012523021670,340,"Landings -
12935685",12935685,17-Jun-25,0.734722,VTEXM,AIC931,VABB,OEJN,PEKEM,OEJN,1514,A320,1.26,15.14,s,2251.02,252,2503.02,2503.02
502012523021670,341,"Landings -
12935887",12935887,17-Jun-25,0.762373,VTCIQ,AIC992,OEJN,VIDP,OEJN,DAROR,1247,A320,1.26,12.47,s,1854.04,0,1854.04,1854.04
502012523021670,342,"Landings -
12935864",12935864,17-Jun-25,0.779861,VTTNY,AJC935,VABB,OEDF,NARMI,OEDF,36,A20N,1.26,0.36,s,53.52,252,305.52,305.52
502012523021670,343,"Landings -
12936115",12936115,17-Jun-25,0.798102,VTEXJ,AIC938,OEJN,VABB,OEJN,MIDGU,1675,A320,1.26,16.75,s,2490.39,0,2490.39,2490.39
502012523021670,344,"Overflights -
12936227",12936227,17-Jun-25,0.826157,VTANJ,AJCl37,VIDP,LIMC,ULADA,PASAM,1523,8788,2.14,15.23,s,3845.88,0,3845.88,3845.88
502012523021670,345,"Landings -
12936187",12936187,17-Jun-25,0.826308,VTEXM,AIC932,OEJN,VABB,OEJN,MIDGU,1675,A320,1.26,16.75,s,2490.39,0,2490.39,2490.39
502012523021670,346,"Overflights -
12936221",12936221,17-Jun-25,0.855799,VTJRE,AIC112,EGLL,VIDP,SILKA,DAROR,1441,A359,2.39,14.41,s,4063.91,0,4063.91,4063.91
502012523021670,347,"Landings -
12936161",12936161,17-Jun-25,0.863935,VTTNY,AIC936,OEDF,VABB,OEDF,ROTEL,61,A20N,1.26,0.61,s,90.69,0,90.69,90.69
502012523021670,348,"Overflights -
12937573",12937573,17-Jun-25,0.94934,VTANR,AICl54,LOWW,VIDP,SILKA,DAROR,1441,8788,2.14,14.41,s,3638.81,0,3638.81,3638.81
502012523021670,349,"Overflights -
12937745",12937745,17-Jun-25,0.952558,VTALX,AICl27,VIDP,LOWW,PEKEM,PASAM,1990,877W,2.65,19.9,s,6222.73,0,6222.73,6222.73
502012523021670,350,"Overflights -
12937675",12937675,17-Jun-25,0.976574,VTNAA,AICl56,EHAM,VIDP,SILKA,DAROR,1441,8788,2.14,14.41,s,3638.81,0,3638.81,3638.81
502012523021670,351,"Overflights -
12937876",12937876,17-Jun-25,0.988947,VTAER,AIC119,VABB,KJFK,PEKEM,PASAM,1990,877W,2.65,19.9,s,6222.73,0,6.222.73,6222.73
502012523021670,352,"Ovcrilights -
12937894",12937894,17-Jun-25,0.989167,VTAEP,AJCl91,VABB,KEWR,PEKEM,PASAM,1990,B77W,2.65,19.9,s,6222.73,0,6222.73,6222.73
502012523021670,353,"Overflights -
12937880",12937880,17-Jun-25,0.996771,VTALR,AIC\87,VIDP,LOWW,ULADA,PASAM,1523,B77W,2.65,15.23,s,4762.42,0,4762.42,4762.42
502012523021670,354,"Overflights -
12937916",12937916,18-Jun-25,0.00713,VTJRB,AICl61,VIDP,EGLL,ULADA,PASAM,1523,A359,2.39,15.23,s,4295.16,0,4295.16,4295.16
502012523021670,355,Overflights -,12937831,18-Jun-25,0.016458,VTTSO,AIC2030,EDDF,VIDP,SILKA,DAROR,1441,B789,2.25,14.41,s,3825.86,0,3825.86,3825.86
502012523021670,358,"Overflights -
12938020",12938020,18-Jun-25,0.075231,VTAEM,AICll6,KJFK,VABB,SILKA,DAROR,1441,B77W,2.65,14.41,s,4506.01,0,4506.01,4506.01
502012523021670,359,"Overflights -
12938027",12938027,18-Jun-25,0.075231,VTTSE,AIC2018,EGLL,VIDP,SILKA,DAROR,1441,B789,2.25,14.41,s,3825.86,0,3825.86,3825.86
502012523021670,360,"Overflights -
12938154",12938154,18-Jun-25,0.084375,VTAEN,AICl29,VABB,EGLL,TOKRA,[MRAD,2059,B77W,2.65,20.59,s,6438.49,0,6438.49,6438.49
502012523021670,361,"Overflights -
12938197",12938197,18-Jun-25,0.085579,VTANS,AJCl47,VIDP,LFl'G,l'EKEM,!'ASAM,1990,B788,2.14,19.9,s,5025.15,0,5025.15,"5,025. I 5"
502012523021670,362,"Overflights -
12938110",12938110,18-Jun-25,0.106192,VTTSN,AIC2016,EGLL,VIDP,SILKA,DAROR,1441,8789,2.25,14.41,s,3825.86,0,3825.86,3825.86
502012523021670,363,"Landings -
12937857",12937857,18-Jun-25,0.108333,VTCIN,AIC921,VABB,OERK,ULADA,OERK,389,A320,1.26,3.89,s,578.37,252,830.37,830.37
502012523021670,364,Overflights - 12938086,12938086,18-Jun-25,0.120961,VTJRF,AICI06,KEWR,VIDP,SILKA,DAROR,1441,A359,2.39,14.41,s,4063.91,0,4063.91,4063.91
502012523021670,365,"Overflights -
12938303",12938303,18-Jun-25,0.135162,VTTSP,AIC2025,VIDP,EDDF,PEKEM,PASAM,1990,B789,2.25,19.9,s,5283.45,0,5283.45,5283.45
502012523021670,366,"Overflights -
12938310",12938310,18-Jun-25,0.147546,VTNAC,AICI03,VIDP,LOWW,ULADA,PASAM,1523,B788,2.14,15.23,s,3845.88,0,3845.88,3845.88
502012523021670,367,"Overflights -
12938324",12938324,18-Jun-25,0.164734,VTJRH,AICIII,VIDP,EGLL,ULADA,IMRAD,1450,A359,2.39,14.5,s,4089.29,0,4089.29,4089.29
502012523021670,368,Landings - 12938258,12938258,18-Jun-25,0.179537,VTCIN,AIC922,OERK,VABB,OERK,MTDGU,926,A320,1.26,9.26,s,1376.78,0,1.376.78,1376.78
502012523021670,369,"Ovcrilights -
12938327",12938327,18-Jun-25,0.182627,VTJRA,AJCI02,KJFK,VIDP,SILKA,DAROR,1441,A359,2.39,14.41,s,4063.91,0,4063.91,4063.91
502012523021670,370,"Overflights -
12938693",12938693,18-Jun-25,0.271921,VTALJ,AIC\26,KORD,VIDP,SILKA,DAROR,1441,B77W,2.65,14.41,s,"4,506.01",0,4506.01,4506.01
502012523021670,371,"Overflights -
129393 II",12939311,18-Jun-25,0.369861,VTTSQ,AIC2027,VABB,EDDF,TOKRA,PASAM,2165,B789,2.25,21.65,s,5748.08,0,5748.08,5748.08
502012523021670,372,Overflights -,12939421,18-Jun-25,0.419063,VTANI,AICJl3,VIDP,EGBB,PEKEM,PASAM,1990,B788,2.14,19.9,s,5025.15,0,5025.15,5025.15
502012523021670,375,"Overflights -
12940057",12940057,18-Jun-25,0.516181,VTTSH,AICl43,VIDP,LFPG,PEKEM,PASAM,I 990.00,B789,2.25,19.9,s,5283.45,0,5283.45,5283.45
502012523021670,376,"Overflights -
12943204",12943204,18-Jun-25,0.531435,VTANJ,AICl38D,LIMC,VIDP,SILKA,DAROR,1441,B788,2.14,14.41,s,3638.81,0,3638.81,3638.81
502012523021670,377,"Overflights -
12940099",12940099,18-Jun-25,0.533368,VTANU,AICl59,VAAH,EGKK,ULADA,PASAM,1523,B788,2.14,15.23,s,3845.88,0,3845.88,3845.88
502012523021670,378,"Overflights -
12940067",12940067,18-Jun-25,0.561655,VTJRB,AJCl62,EGLL,VIDP,SILKA,DAROR,1441,A359,2.39,14.41,s,4063.91,0,4063.91,4063.91
502012523021670,379,"Overflights -
12940121",12940121,18-Jun-25,0.570926,VTANX,AICl04D,KIAD,VIDP,SILKA,DAROR,1441,8788,2.14,14.41,s,3638.81,0,3638.81,3638.81
502012523021670,380,"Overflights -
12940434",12940434,18-Jun-25,0.614861,VTANL,AIC137,VlDP,LIMC,PEKEM,PASAM,I 990.00,B788,2.14,19.9,s,5025.15,0,"5,025. I 5","5,025. I 5"
502012523021670,381,"Overflights -
12940373",12940373,18-Jun-25,0.646343,VTANS,AICl48,LFPG,VIDP,SILKA,DAROR,1441,B788,2.14,14.41,s,3638.81,0,"3,638.8 I",3638.81
502012523021670,382,"Landings -
12940148",12940148,18-Jun-25,0.672917,VTCIP,AIC991,VIDP,OEJN,ULADA,OEJN,1241,A320,1.26,12.41,s,1845.12,252,2097.12,2097.12
502012523021670,383,"Overflights -
12940532",12940532,18-Jun-25,0.690498,VTAEN,AICl28,EGLL,VABB,SILKA,DAROR,1441,B77W,2.65,14.41,s,4506.01,0,4506.01,4506.01
502012523021670,384,"Overflights -
12940534",12940534,18-Jun-25,0.69441,VTTSP,AIC2026,EDDF,VIDP,SILKA,DAROR,1441,8789,2.25,14.41,s,3825.86,0,3825.86,3825.86
502012523021670,385,"Overflights -
12940726",12940726,18-Jun-25,0.739745,VTJRH,AICll2,EGLL,VIDP,SILKA,DAROR,1441,A359,2.39,14.41,s,4063.91,0,4063.91,4063.91
502012523021670,386,"Landings -
12940791",12940791,18-Jun-25,0.747373,VTCIP,AJC992,OEJN,VIDP,OEJN,MIDGU,1675,A320,1.26,16.75,s,2490.39,0,2490.39,2490.39
502012523021670,387,Landings -,12940740,18-Jun-25,0.779167,VTEXM,AIC931,VABB,OEJN,PEKEM,OEJN,1514,A320,1.26,15.14,s,2251.02,252,2503.02,2503.02
502012523021670,392,"Overflights -
12944717",12944717,18-Jun-25,0.967882,VTTSQ,AIC2028,EDDF,VABB,SILKA,DAROR,1441,B789,2.25,14.41,s,3825.86,0,3825.86,3825.86
502012523021670,393,"Landings -
12944673",12944673,18-Jun-25,0.980938,VTEXI,AJC936,OEDF,VABB,OEDF,LADNA,58,A320,1.26,0.58,s,86.23,0,86.23,86.23
502012523021670,394,"Overflights -
12944913",12944913,18-Jun-25,0.981169,VTALT,AICl27,VIDP,LOWW,ULADA,PASAM,1523,B77W,2.65,15.23,s,4762.42,0,4762.42,4762.42
502012523021670,395,"Overflights -
12944832",12944832,18-Jun-25,0.987072,VTANP,AJC160,EGKK,VAAH,SJLKA,DAROR,1441,B788,2.14,14.41,s,3638.81,0,3638.81,3638.81
502012523021670,396,"Overflights -
12945010",12945010,18-Jun-25,0.997789,VTJRB,AICl61,VIDP,EGLL,ULADA,PASAM,1523,A359,2.39,15.23,s,4295.16,0,4295.16,4295.16
502012523021670,397,"Overflights -
12945004",12945004,19-Jun-25,00:08: I 3,VTALJ,AIC187,VIDP,LOWW,ULADA,PASAM,I 523.00,B77W,2.65,15.23,s,4762.42,0,4762.42,4762.42
502012523021670,398,"Overflights -
12945040",12945040,19-Jun-25,0.049294,VTANI,AJCll8,EGBB,VlAR,SILKA,DAROR,1441,B788,2.14,14.41,s,3638.81,0,"3,638.8 I",3638.81
502012523021670,399,"Overflights -
12945047",12945047,19-Jun-25,0.05228,VTTSH,AICl42,LFPG,VIDP,SILKA,DAROR,1441,B789,2.25,14.41,s,3825.86,0,3825.86,3825.86
502012523021670,400,"Overflights -
12945141",12945141,19-Jun-25,0.079618,VTANV,AICl32,EGLL,VOBL,SILKA,DAROR,1441,B788,2.14,14.41,s,3638.81,0,3638.81,3638.81
502012523021670,401,"Overflights -
12945165",12945165,19-Jun-25,0.083611,VTAER,AICll6,KJFK,VABB,SILKA,DAROR,1441,B77W,2.65,14.41,s,4506.01,0,4506.01,4506.01
502012523021670,402,"Overflights -
12945277",12945277,19-Jun-25,0.088125,VTANJ,AIC147,VIDP,LFPG,PEKEM,PASAM,1990,B788,2.14,19.9,s,5025.15,0,"5,025. I 5","5,025. I 5"
502012523021670,403,"Ovcrilights -
12945209",12945209,19-Jun-25,0.088924,VTANU,AJCl46,EGKK,VOGA,SILKA,NARMI,1480,B788,2.14,14.8,s,3737.3,0,3737.3,3737.3
502012523021670,404,Overflights -,12945207,19-Jun-25,0.099618,VTAEP,AIC\44,KBWR,VABB,SILKA,DAROR,1441,B77W,2.65,14.41,s,"4,506.01",0,4506.01,4506.01
502012523021670,409,"Overflights -
12945411",12945411,19-Jun-25,0.164491,VTJRB,AICIII,VIDP,EGLL,ULADA,KITOT,1538,A359,2.39,15.38,s,4337.47,0,4337.47,4337.47
502012523021670,410,"Overflights -
12945468",12945468,19-Jun-25,0.194479,VTJRI,AJCI02,KJFK,VIDP,SILKA,DAROR,1441,A359,2.39,14.41,s,4063.91,0,4063.91,4063.91
502012523021670,411,"Landings -
12956553",12956553,19-Jun-25,0.220139,VTEXJ,AIC921,VABB,OERK,ULADA,OERK,389,A320,1.26,3.89,s,578.37,252,830.37,830.37
502012523021670,412,"Landings -
12945716",12945716,19-Jun-25,0.277465,VTEXJ,AJC922,OERK,VABB,OERK,MIDGU,926,A320,1.26,9.26,s,1376.78,0,1376.78,1376.78
502012523021670,413,"Overflights -
12945800",12945800,19-Jun-25,0.279109,VTALX,AICl26,KORD,VIDP,SILKA,DAROR,1441,B77W,2.65,14.41,s,"4,506.01",0,4506.01,4506.01
502012523021670,414,"Overflights -
12946290",12946290,19-Jun-25,0.351887,VTTSQ,AIC2027,VABB,EDDF,TOKRA,PASAM,2165,8789,2.25,21.65,s,5748.08,0,5748.08,5748.08
502012523021670,415,"Overflights -
12946008",12946008,19-Jun-25,0.354977,VTALR,AICl88,CYYZ,VIDP,SILKA,DAROR,1441,877W,2.65,14.41,s,4506.01,0,4506.01,4506.01
502012523021670,416,"Overflights -
12946188",12946188,19-Jun-25,0.358102,VTANL,AICl38,LIMC,VIDP,SILKA,MIDGU,2064,8788,2.14,20.64,s,5212.01,0,5212.01,5212.01
502012523021670,417,"Overflights -
12946376",12946376,19-Jun-25,0.383588,VTANE,AICll7,VIAR,EGBB,PEKEM,PASAM,1990,8788,2.14,19.9,s,5025.15,0,5025.15,5025.15
502012523021670,418,"Overflights -
12946449",12946449,19-Jun-25,0.415891,VTANX,AICl59,VAAH,EGKK,PEKEM,PASAM,1990,8788,2.14,19.9,s,5025.15,0,5025.15,5025.15
