"No.
(1)","Date
(2)","Type
(3)","Registration
(4)","CallSign
(5)","From
(6)","To
(7)",Entry pt. (8),Over Head pt. (9),Exit pt. (10),"Air Nav. Fac Charges
(11)"
807,23-04-2025,A20N,VTCIE,AIC389,VVTS,VIDP,1524,1553,1620,119
808,24-04-2025,B77L,VTAEG,AIC175,VOBL,KSFO,1129,1203,1212,609
809,24-04-2025,B77L,VTALH,AIC183,VIDP,KSFO,1230,1259,1308,609
810,24-04-2025,A21N,VTTVE,AIC2115,VIDP,WSSS,0903,0925,:,119
811,24-04-2025,A21N,VTTVE,AIC2116,WSSS,VIDP,1432,1454,1454,119
812,24-04-2025,A21N,VTTVH,AIC2145,VIDP,WADD,1925,1932,2028,119
813,24-04-2025,A21N,VTTVH,AIC2146,WADD,VIDP,0619,0641,0708,119
814,24-04-2025,A20N,VTRIO,AIC2303,VTBS,VIDP,1605,1635,1702,119
815,24-04-2025,A20N,VTRIO,AIC2304,VIDP,VTBS,1132,1159,1228,119
816,24-04-2025,A20N,VTEXP,AIC2332,VIDP,VTBS,0811,0838,0907,119
817,24-04-2025,A20N,VTRTY,AIC2333,VTBS,VIDP,0223,0253,0320,119
818,24-04-2025,A20N,VTEXP,AIC2335,VTBS,VIDP,1148,1218,1245,119
819,24-04-2025,A20N,VTEXP,AIC2336,VIDP,VTBS,2232,2259,2329,119
820,24-04-2025,A20N,VTRTS,AIC2353,VTBS,VABB,0822,0828,0917,119
821,24-04-2025,A20N,VTRTS,AIC2354,VABB,VTBS,0510,0532,0600,119
822,24-04-2025,A20N,VTRTT,AIC2355,VIDP,VTBS,0532,0558,0626,119
823,24-04-2025,A20N,VTRTT,AIC2356,VTBS,VIDP,0904,0934,1001,119
824,24-04-2025,B789,VTTSD,AIC2380,VIDP,WSSS,2026,2032,2126,457
825,24-04-2025,B789,VTTSE,AIC2381,WSSS,VIDP,0244,0337,0343,457
826,24-04-2025,A21N,VTTVG,AIC2382,VIDP,WSSS,1050,1112,:,119
827,24-04-2025,A21N,VTTVG,AIC2383,WSSS,VIDP,1700,1722,:,119
828,24-04-2025,B788,VTANZ,AIC301,YSSY,VIDP,1823,1844,1844,457
829,24-04-2025,B788,VTANU,AIC302,VIDP,YSSY,2223,2229,2322,457
830,24-04-2025,B788,VTANT,AIC308,VIDP,YMML,2356,0002,0055,457
831,24-04-2025,B788,VTANE,AIC309,YMML,VIDP,1840,1901,1901,457
832,24-04-2025,B788,VTANO,AIC312,VIDP,RKSI,2107,2137,2146,457
833,24-04-2025,B788,VTANL,AIC313,RKSI,VIDP,0805,0814,"B/F
0843","192,866
457"
834,24-04-2025,B788,VTANS,AIC314,VIDP,VHHH,2102,2144,2156,457
835,24-04-2025,B788,VTANU,AIC315,VHHH,VIDP,0439,0448,0518,457
836,24-04-2025,A20N,VTEXQ,AIC337,VABB,VTBS,1105,1128,1157,119
837,24-04-2025,A20N,VTEXQ,AIC338,VTBS,VABB,1423,1429,1518,119
838,24-04-2025,B788,VTANQ,AIC358,VIDP,RJTT,1754,1824,1833,457
839,24-04-2025,A20N,VTEXM,AIC376,VIDP,VTSP,1042,1104,:,119
840,24-04-2025,A20N,VTEXM,AIC377,VTSP,VIDP,1415,1437,1437,119
841,24-04-2025,A20N,VTEXM,AIC378,VIDP,VTSP,2318,2325,0021,119
842,24-04-2025,A20N,VTCIM,AIC379,VTSP,VIDP,0302,0324,0350,119
843,24-04-2025,A20N,VTEXI,AIC384,VIDP,WMKK,0934,1016,1107,119
844,24-04-2025,A20N,VTEXI,AIC385,WMKK,VIDP,0127,0149,0216,119
845,24-04-2025,A20N,VTEXO,AIC388,VIDP,VVTS,0952,1033,1053,119
846,24-04-2025,A20N,VTEXO,AIC389,VVTS,VIDP,1532,1601,1628,119
847,25-04-2025,B77W,VTALN,AIC173,VIDP,KSFO,0002,0031,0040,609
848,25-04-2025,B77L,VTAEI,AIC173,VIDP,KSFO,2348,0017,0026,609
849,25-04-2025,B77L,VTAEH,AIC179,VABB,KSFO,1143,1217,1226,609
850,25-04-2025,B77W,VTALM,AIC185,VIDP,CYVR,0212,0241,0250,609
851,25-04-2025,A21N,VTTVG,AIC2115,VIDP,WSSS,0859,0920,:,119
852,25-04-2025,A21N,VTTVG,AIC2116,WSSS,VIDP,1459,1521,1547,119
853,25-04-2025,A21N,VTTVH,AIC2145,VIDP,WADD,1919,1926,2022,119
854,25-04-2025,A21N,VTTVH,AIC2146,WADD,VIDP,0614,0634,:,119
855,25-04-2025,A20N,VTEXP,AIC2303,VTBS,VIDP,1557,1626,1653,119
856,25-04-2025,A20N,VTEXP,AIC2304,VIDP,VTBS,1126,1205,1224,119
857,25-04-2025,A20N,VTEXN,AIC2332,VIDP,VTBS,0840,0905,0933,119
858,25-04-2025,A20N,VTEXP,AIC2333,VTBS,VIDP,0219,0241,0323,119
859,25-04-2025,A20N,VTEXN,AIC2335,VTBS,VIDP,1207,1236,1302,119
860,25-04-2025,A20N,VTEXN,AIC2336,VIDP,VTBS,2242,2309,2339,119
861,25-04-2025,A20N,VTRTJ,AIC2353,VTBS,VABB,0900,0906,0955,119
862,25-04-2025,A20N,VTRTJ,AIC2354,VABB,VTBS,0516,0539,0609,119
863,25-04-2025,A20N,VTRTU,AIC2355,VIDP,VTBS,0518,0545,0615,119
864,25-04-2025,A20N,VTRTU,AIC2356,VTBS,VIDP,1049,1117,1143,119
865,25-04-2025,B789,VTTSE,AIC2380,VIDP,WSSS,2111,2117,"B/F
2211","199,986
457"
866,25-04-2025,A21N,VTTVE,AIC2382,VIDP,WSSS,1049,1111,:,119
867,25-04-2025,A21N,VTTVE,AIC2383,WSSS,VIDP,1649,1711,1737,119
868,25-04-2025,B788,VTANU,AIC301,YSSY,VIDP,1846,1907,1932,457
869,25-04-2025,B788,VTANP,AIC308,VIDP,YMML,2228,2234,2327,457
870,25-04-2025,B788,VTANB,AIC312,VIDP,RKSI,2111,2141,2150,457
871,25-04-2025,B788,VTANO,AIC313,RKSI,VIDP,0917,0926,0956,457
872,25-04-2025,B788,VTANA,AIC314,VIDP,VHHH,1908,1958,2013,457
873,25-04-2025,B788,VTANS,AIC315,VHHH,VIDP,0444,0453,0523,457
874,25-04-2025,A20N,VTCIG,AIC337,VABB,VTBS,1118,1207,1211,119
875,25-04-2025,A20N,VTCIG,AIC338,VTBS,VABB,1428,1434,1523,119
876,25-04-2025,B788,VTANQ,AIC357,RJTT,VIDP,0853,0902,0932,457
877,25-04-2025,A20N,VTCIQ,AIC376,VIDP,VTSP,1103,1124,:,119
878,25-04-2025,A20N,VTCIQ,AIC377,VTSP,VIDP,1358,1420,1446,119
879,25-04-2025,A20N,VTEXM,AIC379,VTSP,VIDP,0259,:,0319,119
880,25-04-2025,A20N,VTCIM,AIC384,VIDP,WMKK,0949,1031,1122,119
881,25-04-2025,A20N,VTEXI,AIC385,WMKK,VIDP,0127,0149,:,119
882,25-04-2025,A20N,VTEXI,AIC388,VIDP,VVTS,1005,1031,1100,119
883,25-04-2025,A20N,VTEXI,AIC389,VVTS,VIDP,1542,1611,1638,119
884,26-04-2025,B77L,VTAEE,AIC173,VIDP,KSFO,2345,0015,0024,609
885,26-04-2025,B77L,VTAEG,AIC179,VABB,KSFO,1040,1114,1123,609
886,26-04-2025,B77L,VTALH,AIC183,VIDP,KSFO,1225,1255,1304,609
887,26-04-2025,B77W,VTALK,AIC185,VIDP,CYVR,0242,0311,0320,609
888,26-04-2025,A21N,VTTVE,AIC2115,VIDP,WSSS,0846,0912,0934,119
889,26-04-2025,A21N,VTTVH,AIC2145,VIDP,WADD,1931,1938,2034,119
890,26-04-2025,A21N,VTTVH,AIC2146,WADD,VIDP,0629,0651,0717,119
891,26-04-2025,A20N,VTEXG,AIC2303,VTBS,VIDP,1632,1701,1728,119
892,26-04-2025,A20N,VTEXG,AIC2304,VIDP,VTBS,1140,1207,1237,119
893,26-04-2025,A20N,VTEXP,AIC2332,VIDP,VTBS,0828,0855,0924,119
894,26-04-2025,A20N,VTEXN,AIC2333,VTBS,VIDP,0218,0246,0311,119
895,26-04-2025,A20N,VTEXP,AIC2335,VTBS,VIDP,1200,1230,1257,119
896,26-04-2025,A20N,VTEXP,AIC2336,VIDP,VTBS,2254,2321,2350,119
897,26-04-2025,A20N,VTEXQ,AIC2353,VTBS,VABB,0836,0842,"B/F
0931","208,458
119"
898,26-04-2025,A20N,VTEXQ,AIC2354,VABB,VTBS,0454,0517,0547,119
899,26-04-2025,A21N,VTTVG,AIC2355,VIDP,VTBS,0520,0547,0616,119
900,26-04-2025,A21N,VTTVG,AIC2356,VTBS,VIDP,0916,0945,1012,119
901,26-04-2025,B789,VTTSH,AIC2380,VIDP,WSSS,2039,2045,2139,457
902,26-04-2025,B789,VTTSE,AIC2381,WSSS,VIDP,0316,0336,0402,457
903,26-04-2025,A20N,VTEXN,AIC2382,VIDP,WSSS,1006,1033,1053,119
904,26-04-2025,A20N,VTEXN,AIC2383,WSSS,VIDP,1714,1736,:,119
905,26-04-2025,B788,VTANV,AIC302,VIDP,YSSY,2243,2304,:,457
906,26-04-2025,B788,VTANA,AIC308,VIDP,YMML,2311,2331,:,457
907,26-04-2025,B788,VTANL,AIC312,VIDP,RKSI,2103,2133,2142,457
908,26-04-2025,B788,VTANB,AIC313,RKSI,VIDP,0804,0813,0843,457
909,26-04-2025,B788,VTANO,AIC314,VIDP,VHHH,1902,1952,2006,457
910,26-04-2025,B788,VTANA,AIC315,VHHH,VIDP,0445,0454,0524,457
911,26-04-2025,A20N,VTEXV,AIC337,VABB,VTBS,1246,1309,1338,119
912,26-04-2025,A20N,VTEXV,AIC338,VTBS,VABB,1602,1608,1657,119
913,26-04-2025,B788,VTANB,AIC358,VIDP,RJTT,1702,1732,1741,457
914,26-04-2025,A20N,VTCIM,AIC376,VIDP,VTSP,1036,1058,:,119
915,26-04-2025,A20N,VTCIM,AIC377,VTSP,VIDP,1354,1416,:,119
916,26-04-2025,A20N,VTEXO,AIC378,VIDP,VTSP,0040,0102,:,119
917,26-04-2025,A20N,VTEXJ,AIC378,VIDP,VTSP,2348,0010,:,119
918,26-04-2025,A20N,VTEXO,AIC379,VTSP,VIDP,0328,0350,0416,119
919,26-04-2025,A20N,VTCID,AIC384,VIDP,WMKK,1039,1101,:,119
920,26-04-2025,A20N,VTRTS,AIC388,VIDP,VVTS,1001,1027,1056,119
921,26-04-2025,A20N,VTRTS,AIC389,VVTS,VIDP,1547,1616,1643,119
922,27-04-2025,B77L,VTAEH,AIC175,VOBL,KSFO,1044,1118,1127,609
923,27-04-2025,B77W,VTALM,AIC185,VIDP,CYVR,0221,0250,0259,609
924,27-04-2025,A21N,VTTVE,AIC2116,WSSS,VIDP,1501,1523,:,119
925,27-04-2025,A21N,VTTVH,AIC2145,VIDP,WADD,1940,1947,2043,119
926,27-04-2025,A21N,VTTVH,AIC2146,WADD,VIDP,0628,0650,0650,119
927,27-04-2025,A20N,VTEXP,AIC2303,VTBS,VIDP,1553,1620,1645,119
928,27-04-2025,A20N,VTEXP,AIC2304,VIDP,VTBS,1129,1156,1225,119
929,27-04-2025,A20N,VTEXG,AIC2332,VIDP,VTBS,0816,0841,"B/F
0909","216,288
119"
930,27-04-2025,A20N,VTEXP,AIC2333,VTBS,VIDP,0213,0241,0306,119
931,27-04-2025,A20N,VTEXG,AIC2335,VTBS,VIDP,1156,1225,1252,119
932,27-04-2025,A20N,VTEXG,AIC2336,VIDP,VTBS,2241,2308,2337,119
933,27-04-2025,A20N,VTEXQ,AIC2353,VTBS,VABB,0852,0858,0947,119
934,27-04-2025,A20N,VTEXQ,AIC2354,VABB,VTBS,0511,0534,0604,119
935,27-04-2025,A21N,VTTVG,AIC2355,VIDP,VTBS,0520,0545,0613,119
936,27-04-2025,A21N,VTTVG,AIC2356,VTBS,VIDP,0906,0935,1002,119
937,27-04-2025,B789,VTTSN,AIC2380,VIDP,WSSS,2038,2044,2138,457
938,27-04-2025,B789,VTTSH,AIC2381,WSSS,VIDP,0253,0347,0353,457
939,27-04-2025,A20N,VTEXN,AIC2382,VIDP,WSSS,1054,1116,:,119
940,27-04-2025,A20N,VTEXN,AIC2383,WSSS,VIDP,1641,1703,1729,119
941,27-04-2025,B788,VTANV,AIC301,YSSY,VIDP,1836,1917,1943,457
942,27-04-2025,B788,VTANA,AIC309,YMML,VIDP,1910,1937,2002,457
943,27-04-2025,B788,VTANL,AIC313,RKSI,VIDP,0807,0816,0846,457
944,27-04-2025,B788,VTANO,AIC314,VIDP,VHHH,1856,1946,2000,457
945,27-04-2025,B788,VTANO,AIC315,VHHH,VIDP,0504,0513,0543,457
946,27-04-2025,A20N,VTCIF,AIC337,VABB,VTBS,1059,1122,1152,119
947,27-04-2025,A20N,VTCIF,AIC338,VTBS,VABB,1418,1424,1513,119
948,27-04-2025,B788,VTANB,AIC357,RJTT,VIDP,0914,0923,0953,457
949,27-04-2025,A20N,VTEXM,AIC376,VIDP,VTSP,1107,1107,1129,119
950,27-04-2025,A20N,VTEXM,AIC377,VTSP,VIDP,1401,1423,:,119
951,27-04-2025,A20N,VTEXI,AIC378,VIDP,VTSP,2345,0007,:,119
952,27-04-2025,A20N,VTEXJ,AIC379,VTSP,VIDP,0317,0339,0339,119
953,27-04-2025,A20N,VTCID,AIC384,VIDP,WMKK,1054,1116,:,119
954,27-04-2025,A20N,VTCID,AIC385,WMKK,VIDP,0124,0146,0146,119
955,27-04-2025,A20N,VTCIE,AIC388,VIDP,VVTS,1010,1036,1105,119
956,27-04-2025,A20N,VTCIE,AIC389,VVTS,VIDP,1527,1556,1623,119
957,28-04-2025,B77L,VTAEF,AIC173,VIDP,KSFO,0002,0032,0041,609
958,28-04-2025,B77L,VTAEG,AIC179,VABB,KSFO,1018,1052,1101,609
959,28-04-2025,B77W,VTALO,AIC185,VIDP,CYVR,0211,0241,0250,609
960,28-04-2025,A21N,VTTVC,AIC2115,VIDP,WSSS,0816,0859,0951,119
961,28-04-2025,A21N,VTTVC,AIC2116,WSSS,VIDP,1450,1523,"B/F
1624","224,270
119"
962,28-04-2025,A21N,VTTVH,AIC2145,VIDP,WADD,1907,1943,2009,119
963,28-04-2025,A21N,VTTVH,AIC2146,WADD,VIDP,0618,0640,0706,119
964,28-04-2025,A20N,VTEXP,AIC2303,VTBS,VIDP,1601,1630,1657,119
965,28-04-2025,A20N,VTEXP-,AIC2304,VIDP,VTBS,1216,1240,1307,119
966,28-04-2025,A20N,VTEXN,AIC2332,VIDP,VTBS,0745,0812,0842,119
967,28-04-2025,A20N,VTEXG,AIC2333,VTBS,VIDP,0220,0250,0317,119
968,28-04-2025,A20N,VTEXN,AIC2335,VTBS,VIDP,1152,1221,1248,119
969,28-04-2025,A20N,VTRTS,AIC2336,VIDP,VTBS,2315,2342,0011,119
970,28-04-2025,A20N,VTRTT,AIC2353,VTBS,VABB,0834,0840,0929,119
971,28-04-2025,A20N,VTRTT,AIC2354,VABB,VTBS,0505,0554,0558,119
972,28-04-2025,A21N,VTTVG,AIC2355,VIDP,VTBS,0508,0547,0606,119
973,28-04-2025,A21N,VTTVG,AIC2356,VTBS,VIDP,0924,0954,1021,119
974,28-04-2025,B789,VTTSE,AIC2380,VIDP,WSSS,2011,2017,2109,457
975,28-04-2025,B789,VTTSN,AIC2381,WSSS,VIDP,0237,0257,0324,457
976,28-04-2025,A20N,VTEXG,AIC2382,VIDP,WSSS,1052,:,1112,119
977,28-04-2025,A20N,VTEXG,AIC2383,WSSS,VIDP,1639,1701,:,119
978,28-04-2025,B788,VTANX,AIC308,VIDP,YMML,0012,:,0032,457
979,28-04-2025,B788,VTAND,AIC312,VIDP,RKSI,2124,2154,2203,457
980,28-04-2025,B788,VTANT,AIC314,VIDP,VHHH,1856,1947,2002,457
981,28-04-2025,B788,VTANE,AIC315,VHHH,VIDP,0447,0456,0526,457
982,28-04-2025,A20N,VTCIG,AIC337,VABB,VTBS,1118,1205,1209,119
983,28-04-2025,A20N,VTCIG,AIC338,VTBS,VABB,1455,1524,1551,119
984,28-04-2025,B788,VTANH,AIC358,VIDP,RJTT,1800,1830,1839,457
985,28-04-2025,A20N,VTCIE,AIC376,VIDP,VTSP,1056,:,1116,119
986,28-04-2025,A20N,VTCIE,AIC377,VTSP,VIDP,1347,1409,1409,119
987,28-04-2025,A20N,VTEXI,AIC379,VTSP,VIDP,0256,0318,0344,119
988,28-04-2025,A20N,VTEXO,AIC384,VIDP,WMKK,1057,:,1117,119
989,28-04-2025,A20N,VTCID,AIC385,WMKK,VIDP,0156,0218,0244,119
990,28-04-2025,A20N,VTRTS,AIC388,VIDP,VVTS,0958,1029,1103,119
991,28-04-2025,A20N,VTRTS,AIC389,VVTS,VIDP,1524,1553,1620,119
992,29-04-2025,B77L,VTAEE,AIC173,VIDP,KSFO,0002,0032,0041,609
993,29-04-2025,B77L,VTAEH,AIC179,VABB,KSFO,1018,1052,"B/F
1101","230,934
609"
994,29-04-2025,B77L,VTALH,AIC183,VIDP,KSFO,1154,1224,1233,609
995,29-04-2025,B77W,VTALP,AIC185,VIDP,CYVR,0236,0306,0315,609
996,29-04-2025,A21N,VTTVA,AIC2115,VIDP,WSSS,0852,0914,:,119
997,29-04-2025,A21N,VTTVA,AIC2116,WSSS,VIDP,1442,1505,1532,119
998,29-04-2025,A21N,VTTVH,AIC2145,VIDP,WADD,2245,2252,2349,119
999,29-04-2025,A21N,VTTVH,AIC2146,WADD,VIDP,0619,0642,:,119
1000,29-04-2025,A20N,VTRTS,AIC2303,VTBS,VIDP,1557,1626,1652,119
1001,29-04-2025,A20N,VTRTS,AIC2304,VIDP,VTBS,1119,1146,1215,119
1002,29-04-2025,A20N,VTEXP,AIC2332,VIDP,VTBS,0847,0914,0943,119
1003,29-04-2025,A20N,VTEXP,AIC2333,VTBS,VIDP,0239,0307,0333,119
1004,29-04-2025,A20N,VTEXP,AIC2335,VTBS,VIDP,1235,1304,1331,119
1005,29-04-2025,A20N,VTEXP,AIC2336,VIDP,VTBS,2321,2348,0017,119
1006,29-04-2025,A20N,VTEXQ,AIC2353,VTBS,VABB,0833,0839,0928,119
1007,29-04-2025,A20N,VTEXQ,AIC2354,VABB,VTBS,0503,0551,0555,119
1008,29-04-2025,A21N,VTTVG,AIC2355,VIDP,VTBS,0518,0543,0610,119
1009,29-04-2025,A21N,VTTVG,AIC2356,VTBS,VIDP,0943,1009,1038,119
1010,29-04-2025,B789,VTTSD,AIC2380,VIDP,WSSS,2023,2029,2122,457
1011,29-04-2025,B789,VTTSE,AIC2381,WSSS,VIDP,0303,0355,0401,457
1012,29-04-2025,A20N,VTEXG,AIC2382,VIDP,WSSS,1014,1040,1102,119
1013,29-04-2025,A20N,VTEXG,AIC2383,WSSS,VIDP,1710,1732,1758,119
1014,29-04-2025,B788,VTANM,AIC302,VIDP,YSSY,2317,2338,:,457
1015,29-04-2025,B788,VTAND,AIC313,RKSI,VIDP,0903,0912,0942,457
1016,29-04-2025,B788,VTANI,AIC314,VIDP,VHHH,1900,1937,1948,457
1017,29-04-2025,B788,VTANT,AIC315,VHHH,VIDP,0505,0514,0544,457
1018,29-04-2025,B788,VTANH,AIC357,RJTT,VIDP,0929,0938,1008,457
1019,29-04-2025,B788,VTANU,AIC358,VIDP,RJTT,1742,1817,1826,457
1020,29-04-2025,A20N,VTEXO,AIC376,VIDP,VTSP,1057,1119,:,119
1021,29-04-2025,A20N,VTEXO,AIC377,VTSP,VIDP,1411,1433,1459,119
1022,29-04-2025,A20N,VTCIE,AIC378,VIDP,VTSP,0011,0033,:,119
1023,29-04-2025,A20N,VTCIE,AIC379,VTSP,VIDP,0313,0335,:,119
1024,29-04-2025,A20N,VTEXT,AIC384,VIDP,WMKK,1058,1120,:,119
1025,29-04-2025,A20N,VTEXO,AIC385,WMKK,VIDP,0154,0216,"B/F
:","238,916
119"
1026,29-04-2025,A20N,VTCID,AIC388,VIDP,VVTS,1012,1038,1107,119
1027,29-04-2025,A20N,VTCID,AIC389,VVTS,VIDP,1530,1559,1626,119
1028,30-04-2025,B77L,VTAEF,AIC173,VIDP,KSFO,0001,0031,0040,609
1029,30-04-2025,B77L,VTAEG,AIC175,VOBL,KSFO,1152,1226,1235,609
1030,30-04-2025,B77W,VTALX,AIC185,VIDP,CYVR,0220,0249,0258,609
1031,30-04-2025,A21N,VTTVC,AIC2110,WSSS,VAPO,0649,0745,0750,119
1032,30-04-2025,A21N,VTTVC,AIC2111,VAPO,WSSS,0011,0029,0105,119
1033,30-04-2025,A21N,VTTVJ,AIC2115,VIDP,WSSS,0909,0931,:,119
1034,30-04-2025,A21N,VTTVH,AIC2145,VIDP,WADD,1910,1917,2013,119
1035,30-04-2025,A21N,VTTVH,AIC2146,WADD,VIDP,0848,:,0908,119
1036,30-04-2025,A20N,VTRTS-,AIC2303,VTBS,VIDP,1617,1646,1712,119
1037,30-04-2025,A20N,VTEXP,AIC2304,VIDP,VTBS,1140,1207,1237,119
1038,30-04-2025,A20N,VTRTS,AIC2332,VIDP,VTBS,0812,0839,0909,119
1039,30-04-2025,A20N,VTEXP,AIC2333,VTBS,VIDP,0240,0308,0334,119
1040,30-04-2025,A20N,VTRTS,AIC2335,VTBS,VIDP,1129,1159,1226,119
1041,30-04-2025,A20N,VTRTS,AIC2336,VIDP,VTBS,2248,2315,2344,119
1042,30-04-2025,A20N,VTRTT,AIC2353,VTBS,VABB,0813,0819,0908,119
1043,30-04-2025,A20N,VTRTT,AIC2354,VABB,VTBS,0504,0553,0557,119
1044,30-04-2025,A20N,VTEXG,AIC2355,VIDP,VTBS,0528,0555,0624,119
1045,30-04-2025,A20N,VTEXG,AIC2356,VTBS,VIDP,0904,0933,1000,119
1046,30-04-2025,B789,VTTSE,AIC2380,VIDP,WSSS,2022,2028,2120,457
1047,30-04-2025,B789,VTTSD,AIC2381,WSSS,VIDP,0242,0339,0418,457
1048,30-04-2025,A21N,VTTVA,AIC2382,VIDP,WSSS,1108,1130,:,119
1049,30-04-2025,A21N,VTTVA,AIC2383,WSSS,VIDP,1653,1716,:,119
1050,30-04-2025,B788,VTANM,AIC301,YSSY,VIDP,2020,2041,:,457
1051,30-04-2025,B788,VTANZ,AIC302,VIDP,YSSY,2251,2312,:,457
1052,30-04-2025,B788,VTANU,AIC308,VIDP,YMML,2324,2345,:,457
1053,30-04-2025,B788,VTANO,AIC312,VIDP,RKSI,2055,2125,2134,457
1054,30-04-2025,B788,VTANI,AIC314,VIDP,VHHH,1917,1954,2005,457
1055,30-04-2025,B788,VTANI,AIC315,VHHH,VIDP,0442,0451,0523,457
1056,30-04-2025,A20N,VTCID,AIC337,VABB,VTBS,1102,1151,1155,119
1057,30-04-2025,A20N,VTCID,AIC338,VTBS,VABB,1421,1427,"B/F
1516","246,898
119"
1058,30-04-2025,B788,VTANU,AIC357,RJTT,VIDP,0922,0931,1001,457
1059,30-04-2025,A20N,VTEXI,AIC376,VIDP,VTSP,1045,1107,:,119
1060,30-04-2025,A20N,VTEXI,AIC377,VTSP,VIDP,1355,1417,:,119
1061,30-04-2025,A20N,VTEXM,AIC378,VIDP,VTSP,0010,0032,:,119
1062,30-04-2025,A20N,VTEXM,AIC379,VTSP,VIDP,0316,0338,0404,119
1063,30-04-2025,A20N,VTCIG,AIC384,VIDP,WMKK,1055,1117,:,119
1064,30-04-2025,A20N,VTEXT,AIC385,WMKK,VIDP,0135,0157,:,119
1065,30-04-2025,A20N,VTEXT,AIC388,VIDP,VVTS,1014,1037,1106,119
1066,30-04-2025,A20N,VTEXT,AIC389,VVTS,VIDP,1525,1554,1621,119
,,,,,,,,,TOTAL,"2,48,426"
