Invoice Number,Ident,Reg,Dist.,tonn,Amount,Mapped_Unit_Rate,Calculated_Amount,Status
4AIC-453,AIC131,VTAEN,454.0,345.0,408.6,90.0,408.6,Matched
4AIC-453,AIC133,VTANX,370.0,220.0,310.8,84.0,310.8,Matched
4AIC-453,AIC146,VTANP,370.0,220.0,310.8,84.0,310.8,Matched
4AIC-453,AIC148,VTANL,454.0,220.0,381.36,84.0,381.36,Matched
4AIC-453,AIC157,VTANV,370.0,220.0,310.8,84.0,310.8,Matched
4AIC-453,AIC162,VTJRE,370.0,280.0,310.8,84.0,310.8,Matched
4AIC-453,AIC174,VTAEE,389.0,345.0,350.1,90.0,350.1,Matched
4AIC-453,AIC174D,VTAEF,804.0,345.0,723.6,90.0,723.6,Matched
4AIC-453,AIC180,VTAEH,389.0,345.0,350.1,90.0,350.1,Matched
4AIC-453,AIC180,VTAEG,433.0,348.0,389.7,90.0,389.7,Matched
4AIC-453,AIC184,VTALH,433.0,348.0,389.7,90.0,389.7,Matched
4AIC-453,AIC186,VTALK,389.0,345.0,350.1,90.0,350.1,Matched
4AIC-453,AIC190,VTAEI,389.0,345.0,350.1,90.0,350.1,Matched
4AIC-453,AIC2016,VTTSE,370.0,250.0,310.8,84.0,310.8,Matched
4AIC-453,AIC2026,VTTSO,454.0,247.0,381.36,84.0,381.36,Matched
4AIC-453,AUV141,UK32080,433.0,77.0,324.75,75.0,324.75,Matched
4AIC-453,AUV142,UK32080,433.0,77.0,324.75,75.0,324.75,Matched
4AIC-453,AIC118,VTANI,454.0,220.0,381.36,84.0,381.36,Matched
4AIC-453,AIC119,VTAER,370.0,345.0,333.0,90.0,333.0,Matched
4AIC-453,AIC127,VTALO,370.0,345.0,333.0,90.0,333.0,Matched
4AIC-453,AIC187,VTALS,370.0,345.0,333.0,90.0,333.0,Matched
4AIC-453,AIC2018,VTTSP,454.0,247.0,381.36,84.0,381.36,Matched
4AIC-453,AIC2030,VTTSH,454.0,247.0,381.36,84.0,381.36,Matched
4AIC-453,AUV141,UK32080,433.0,77.0,324.75,75.0,324.75,Matched
4AIC-453,AUV142,UK32080,433.0,77.0,324.75,75.0,324.75,Matched
4AIC-453,AIC174,VTAEI,389.0,345.0,350.1,90.0,350.1,Matched
4AIC-453,AIC180,VTAEG,389.0,348.0,350.1,90.0,350.1,Matched
4AIC-453,AIC184,VTALH,617.0,348.0,555.3,90.0,555.3,Matched
4AIC-453,AUV141,UK32080,433.0,77.0,324.75,75.0,324.75,Matched
4AIC-453,AUV142,UK32080,433.0,77.0,324.75,75.0,324.75,Matched
4AIC-453,AIC174,VTAEE,389.0,345.0,350.1,90.0,350.1,Matched
4AIC-453,AIC180,VTAEH,389.0,345.0,350.1,90.0,350.1,Matched
4AIC-453,AUV141,UK32080,433.0,77.0,324.75,75.0,324.75,Matched
4AIC-453,AUV142,UK32080,433.0,77.0,324.75,75.0,324.75,Matched
4AIC-453,AIC174,VTAEF,389.0,345.0,350.1,90.0,350.1,Matched
4AIC-453,AIC176,VTAEG,389.0,348.0,350.1,90.0,350.1,Matched
4AIC-453,AIC190,VTAEI,389.0,345.0,350.1,90.0,350.1,Matched
4AIC-453,AUV141,UK32080,433.0,77.0,324.75,75.0,324.75,Matched
4AIC-453,AUV142,UK32080,433.0,77.0,324.75,75.0,324.75,Matched
4AIC-453,AIC174,VTAEE,389.0,345.0,350.1,90.0,350.1,Matched
4AIC-453,AIC176,VTAEH,389.0,345.0,350.1,90.0,350.1,Matched
4AIC-453,AUV141,UK32080,433.0,77.0,324.75,75.0,324.75,Matched
4AIC-453,AUV142,UK32080,433.0,77.0,324.75,75.0,324.75,Matched
6(AIC-766),AIC180,VTAEH,508.0,345.0,457.2,90.0,457.2,Matched
6(AIC-766),AUV141,UK32080,433.0,77.0,324.75,75.0,324.75,Matched
6(AIC-766),AUV142,UK32080,433.0,77.0,324.75,75.0,324.75,Matched
6(AIC-766),AUV141,UK32080,433.0,77.0,324.75,75.0,324.75,Matched
6(AIC-766),AUV142,UK32080,433.0,77.0,324.75,75.0,324.75,Matched
6(AIC-766),AIC101,VTJRF,938.0,280.0,787.92,84.0,787.92,Matched
6(AIC-766),AIC193,VTJRH,938.0,280.0,787.92,84.0,787.92,Matched
6(AIC-766),AUV141,UK32080,433.0,77.0,324.75,75.0,324.75,Matched
6(AIC-766),AUV142,UK32080,433.0,77.0,324.75,75.0,324.75,Matched
6(AIC-766),AUV141,UK32080,433.0,77.0,324.75,75.0,324.75,Matched
6(AIC-766),AUV142,UK32080,433.0,77.0,324.75,75.0,324.75,Matched
5(AIC-610),AIC180,VTAEG,389.0,348.0,350.1,90.0,350.1,Matched
5(AIC-610),AUV141,UK32080,433.0,77.0,324.75,75.0,324.75,Matched
5(AIC-610),AUV142,UK32080,433.0,77.0,324.75,75.0,324.75,Matched
5(AIC-610),AIC180,VTAEH,389.0,345.0,350.1,90.0,350.1,Matched
5(AIC-610),AUV141,UK32080,433.0,77.0,324.75,75.0,324.75,Matched
5(AIC-610),AUV142,UK32080,433.0,77.0,324.75,75.0,324.75,Matched
5(AIC-610),AIC174,VTAEF,433.0,345.0,389.7,90.0,389.7,Matched
5(AIC-610),AIC176,VTAEG,389.0,348.0,350.1,90.0,350.1,Matched
5(AIC-610),AUV141,UK32080,433.0,77.0,324.75,75.0,324.75,Matched
5(AIC-610),AUV142,UK32080,433.0,77.0,324.75,75.0,324.75,Matched
5(AIC-610),AIC174,VTAEI,433.0,345.0,389.7,90.0,389.7,Matched
5(AIC-610),AIC180,VTAEH,389.0,345.0,350.1,90.0,350.1,Matched
5(AIC-610),AUV141,UK32080,433.0,77.0,324.75,75.0,324.75,Matched
5(AIC-610),AUV142,UK32080,433.0,77.0,324.75,75.0,324.75,Matched
5(AIC-610),AIC174,VTAEF,508.0,345.0,457.2,90.0,457.2,Matched
5(AIC-610),AIC180,VTAEG,508.0,348.0,457.2,90.0,457.2,Matched
5(AIC-610),AUV142,UK32080,433.0,77.0,324.75,75.0,324.75,Matched
5(AIC-610),AIC176,VTAEH,508.0,345.0,457.2,90.0,457.2,Matched
5(AIC-610),AIC180,VTAEH,508.0,345.0,457.2,90.0,457.2,Matched
5(AIC-610),AIC101,VTJRA,370.0,280.0,310.8,84.0,310.8,Matched
5(AIC-610),AIC180,VTAEG,508.0,348.0,457.2,90.0,457.2,Matched
5(AIC-610),AIC193,VTJRF,370.0,280.0,310.8,84.0,310.8,Matched
5(AIC-610),AIC180,VTAEG,508.0,348.0,457.2,90.0,457.2,Matched
5(AIC-610),AIC180,VTAEH,508.0,345.0,457.2,90.0,457.2,Matched
5(AIC-610),AIC180,VTAEG,508.0,348.0,457.2,90.0,457.2,Matched
5(AIC-610),AIC180,VTAEH,508.0,345.0,457.2,90.0,457.2,Matched
5(AIC-610),AIC174,VTAEI,508.0,345.0,457.2,90.0,457.2,Matched
5(AIC-610),AIC174,VTAEF,508.0,345.0,457.2,90.0,457.2,Matched
5(AIC-610),AIC174,VTAEF,508.0,345.0,457.2,90.0,457.2,Matched
5(AIC-610),AIC180,VTAEG,508.0,348.0,457.2,90.0,457.2,Matched
5(AIC-610),AIC184,VTAEE,508.0,345.0,457.2,90.0,457.2,Matched
5(AIC-610),AIC180,VTAEG,508.0,348.0,457.2,90.0,457.2,Matched
5(AIC-610),AIC174,VTAEF,508.0,345.0,457.2,90.0,457.2,Matched
5(AIC-610),AIC174,VTAEE,508.0,345.0,457.2,90.0,457.2,Matched
5(AIC-610),AIC186,VTALQ,508.0,345.0,457.2,90.0,457.2,Matched
5(AIC-610),AIC180,VTAEG,508.0,348.0,457.2,90.0,457.2,Matched
5(AIC-610),AIC186D,VTALR,508.0,345.0,457.2,90.0,457.2,Matched
5(AIC-610),AIC180,VTAEH,508.0,345.0,457.2,90.0,457.2,Matched
,,,,,,,,Not Matched
,,,,,,,,Not Matched
,,,,,,,,Not Matched
,,,,,,,,Not Matched
,,,,,,,,Not Matched
,,,,,,,,Not Matched
,,,,,,,,Not Matched
,,,,,,,,Not Matched
,,,,,,,,Not Matched
,,,,,,,,Not Matched
,,,,,,,,Not Matched
,,,,,,,,Not Matched
,,,,,,,,Not Matched
,,,,,,,,Not Matched
,,,,,,,,Not Matched
,,,,,,,,Not Matched
,,,,,,,,Not Matched
,,,,,,,,Not Matched
,,,,,,,,Not Matched
,,,,,,,,Not Matched
,,,,,,,,Not Matched
,,,,,,,,Not Matched
,,,,,,,,Not Matched
,,,,,,,,Not Matched
,,,,,,,,Not Matched
,,,,,,,,Not Matched
,,,,,,,,Not Matched
,,,,,,,,Not Matched
,,,,,,,,Not Matched
,,,,,,,,Not Matched
,,,,,,,,Not Matched
,,,,,,,,Not Matched
,,,,,,,,Not Matched
,,,,,,,,Not Matched
,,,,,,,,Not Matched
,,,,,,,,Not Matched
,,,,,,,,Not Matched
,,,,,,,,Not Matched
,,,,,,,,Not Matched
,,,,,,,,Not Matched
,,,,,,,,Not Matched
,,,,,,,,Not Matched
,,,,,,,,Not Matched
,,,,,,,,Not Matched
,,,,,,,,Not Matched
,,,,,,,,Not Matched
,,,,,,,,Not Matched
,,,,,,,,Not Matched
,,,,,,,,Not Matched
,,,,,,,,Not Matched
,,,,,,,,Not Matched
,,,,,,,,Not Matched
,,,,,,,,Not Matched
,,,,,,,,Not Matched
,,,,,,,,Not Matched
,,,,,,,,Not Matched
,,,,,,,,Not Matched
,,,,,,,,Not Matched
,,,,,,,,Not Matched
,,,,,,,,Not Matched
