Invoice Number,No,Date,Ident,Airc Type,Reg,From-to,Routing,Dist.,tonn,Amount
4AIC-453,633,45771,AIC2030,B789,VTTSH,BODKA-SOMAD,EDDF-VIDP,370,247,310.8
4AIC-453,634,45771,AUV141,A320,UK32080,MANAT-NINOP-NAZAR,UTTT-OEMA,433,77,324.75
4AIC-453,635,45771,AUV142,A320,UK32080,NAZAR-NINOP-MANAT,OEMA-UTTT,433,77,324.75
4AIC-453,636,45772,AIC119,B773,VTAEQ,SOMAD-BODKA,VABB-EKCH,370,345,333
4AIC-453,637,45772,AIC131,B773,VTAEN,GIRUN-KENIP-BODKA,VABB-EGLL,454,345,408.6
4AIC-453,638,45772,AIC133,B788,VTANX,SOMAD-BODKA,VOBL-EGLL,370,220,310.8
4AIC-453,639,45772,AIC146,B788,VTANP,BODKA-SOMAD,EGKK-VOGA,370,220,310.8
4AIC-453,640,45772,AIC148,B788,VTANL,BODKA-KENIP-GIRUN,LFPG-VIDP,454,220,381.36
4AIC-453,641,45772,AIC157,B788,VTANV,SOMAD-BODKA,VIDP-EKCH,370,220,310.8
4AIC-453,642,45772,AIC162,A359,VTJRE,BODKA-SOMAD,EGLL-VIDP,370,280,310.8
4AIC-453,643,45772,AIC174,B772,VTAEE,DUKAN-SOMAD,EKCH-VIDP,389,345,350.1
4AIC-453,644,45772,AIC174D,B772,VTAEF,NESIR-SAVUZ-SOMAD,KSFO-VIDP,804,345,723.6
4AIC-453,645,45772,AIC180,B772,VTAEH,DUKAN-SOMAD,EKCH-VABB,389,345,350.1
4AIC-453,646,45772,AIC180,B772,VTAEG,MANAT-NINOP-NAZAR,KSFO-VABB,433,348,389.7
4AIC-453,647,45772,AIC184,B772,VTALH,MANAT-NINOP-NAZAR,KSFO-VIDP,433,348,389.7
4AIC-453,648,45772,AIC186,B773,VTALK,DUKAN-SOMAD,EKCH-VIDP,389,345,350.1
4AIC-453,649,45772,AIC190,B772,VTAEI,DUKAN-SOMAD,EKCH-VIDP,389,345,350.1
4AIC-453,650,45772,AIC2016,B789,VTTSE,BODKA-SOMAD,EGLL-VTSE,370,250,310.8
4AIC-453,651,45772,AIC2026,B789,VTTSO,BODKA-KENIP-GIRUN,EDDF-VIDP,454,247,381.36
4AIC-453,652,45772,AUV141,A320,UK32080,MANAT-NINOP-NAZAR,UTTT-OEMA,433,77,324.75
4AIC-453,653,45772,AUV142,A320,UK32080,NAZAR-NINOP-MANAT,OEMA-UTTT,433,77,324.75
4AIC-453,654,45773,AIC118,B788,VTANI,BODKA-KENIP-GIRUN,EGBB-VIAR,454,220,381.36
4AIC-453,655,45773,AIC119,B773,VTAER,SOMAD-BODKA,VABB-LOWW,370,345,333
4AIC-453,656,45773,AIC127,B773,VTALO,SOMAD-BODKA,VIDP-LOWW,370,345,333
4AIC-453,657,45773,AIC187,B773,VTALS,SOMAD-BODKA,VIDP-LOWW,370,345,333
4AIC-453,658,45773,AIC2018,B789,VTTSP,BODKA-KENIP-GIRUN,EGLL-VIDP,454,247,381.36
4AIC-453,659,45773,AIC2030,B789,VTTSH,BODKA-KENIP-GIRUN,EDDF-VIDP,454,247,381.36
4AIC-453,660,45773,AUV141,A320,UK32080,MANAT-NINOP-NAZAR,UTTT-OEMA,433,77,324.75
4AIC-453,661,45773,AUV142,A320,UK32080,NAZAR-NINOP-MANAT,OEMA-UTTT,433,77,324.75
4AIC-453,662,45774,AIC174,B772,VTAEI,DUKAN-SOMAD,LOWW-VIDP,389,345,350.1
4AIC-453,663,45774,AIC180,B772,VTAEG,DUKAN-SOMAD,LOWW-VABB,389,348,350.1
4AIC-453,664,45774,AIC184,B772,VTALH,DARVA-SAGAT-NINOP-NAZAR,KSFO-VIDP,617,348,555.3
4AIC-453,665,45774,AUV141,A320,UK32080,MANAT-NINOP-NAZAR,UTTT-OEMA,433,77,324.75
4AIC-453,666,45774,AUV142,A320,UK32080,NAZAR-NINOP-MANAT,OEMA-UTTT,433,77,324.75
4AIC-453,667,45775,AIC174,B772,VTAEE,DUKAN-SOMAD,LOWW-VIDP,389,345,350.1
4AIC-453,668,45775,AIC180,B772,VTAEH,DUKAN-SOMAD,LOWW-VABB,389,345,350.1
4AIC-453,669,45775,AUV141,A320,UK32080,MANAT-NINOP-NAZAR,UTTT-OEMA,433,77,324.75
4AIC-453,670,45775,AUV142,A320,UK32080,NAZAR-NINOP-MANAT,OEMA-UTTT,433,77,324.75
4AIC-453,671,45776,AIC174,B772,VTAEF,DUKAN-SOMAD,LOWW-VIDP,389,345,350.1
4AIC-453,672,45776,AIC176,B772,VTAEG,DUKAN-SOMAD,LOWW-VOBL,389,348,350.1
4AIC-453,673,45776,AIC190,B772,VTAEI,DUKAN-SOMAD,CYYZ-VIDP,389,345,350.1
4AIC-453,674,45776,AUV141,A320,UK32080,MANAT-NINOP-NAZAR,UTTT-OEMA,433,77,324.75
4AIC-453,675,45776,AUV142,A320,UK32080,NAZAR-NINOP-MANAT,OEMA-UTTT,433,77,324.75
4AIC-453,676,45777,AIC174,B772,VTAEE,DUKAN-SOMAD,LOWW-VIDP,389,345,350.1
4AIC-453,677,45777,AIC176,B772,VTAEH,DUKAN-SOMAD,LOWW-VOBL,389,345,350.1
4AIC-453,678,45777,AUV141,A320,UK32080,MANAT-NINOP-NAZAR,UTTT-OEMA,433,77,324.75
4AIC-453,679,45777,AUV142,A320,UK32080,NAZAR-NINOP-MANAT,OEMA-UTTT,433,77,324.75
6(AIC-766),1,45809,AIC180,B772,VTAEH,ADOBI-TUMBA-RIKOP,KSFO-VABB,508,345,457.2
6(AIC-766),2,45818,AUV141,A320,UK32080,MANAT-NINOP-NAZAR,UTTT-OEMA,433,77,324.75
6(AIC-766),3,45818,AUV142,A320,UK32080,NAZAR-NINOP-MANAT,OEMA-UTTT,433,77,324.75
6(AIC-766),4,45820,AUV141,A320,UK32080,MANAT-NINOP-NAZAR,UTTT-OEMA,433,77,324.75
6(AIC-766),5,45820,AUV142,A320,UK32080,NAZAR-NINOP-MANAT,OEMA-UTTT,433,77,324.75
6(AIC-766),6,45821,AIC101,A359,VTJRF,NAZAR-ARBAT-BODKA,VIDP-KJFK,938,280,787.92
6(AIC-766),7,45821,AIC193,A359,VTJRH,NAZAR-ARBAT-BODKA,VIDP-KJFK,938,280,787.92
6(AIC-766),8,45837,AUV141,A320,UK32080,MANAT-NINOP-NAZAR,UTTT-OEMA,433,77,324.75
6(AIC-766),9,45837,AUV142,A320,UK32080,NAZAR-NINOP-MANAT,OEMA-UTTT,433,77,324.75
6(AIC-766),10,45838,AUV141,A320,UK32080,MANAT-NINOP-NAZAR,UTTT-OEMA,433,77,324.75
6(AIC-766),11,45838,AUV142,A320,UK32080,NAZAR-NINOP-MANAT,OEMA-UTTT,433,77,324.75
5(AIC-610),1,45778,AIC180,B772,VTAEG,DUKAN-SOMAD,LOWW-VABB,389,348,350.1
5(AIC-610),2,45778,AUV141,A320,UK32080,MANAT-NINOP-NAZAR,UTTT-OEMA,433,77,324.75
5(AIC-610),3,45778,AUV142,A320,UK32080,NAZAR-NINOP-MANAT,OEMA-UTTT,433,77,324.75
5(AIC-610),4,45779,AIC180,B772,VTAEH,DUKAN-SOMAD,LOWW-VABB,389,345,350.1
5(AIC-610),5,45779,AUV141,A320,UK32080,MANAT-NINOP-NAZAR,UTTT-OEMA,433,77,324.75
5(AIC-610),6,45779,AUV142,A320,UK32080,NAZAR-NINOP-MANAT,OEMA-UTTT,433,77,324.75
5(AIC-610),7,45780,AIC174,B772,VTAEF,MANAT-NINOP-NAZAR,KSFO-VIDP,433,345,389.7
5(AIC-610),8,45780,AIC176,B772,VTAEG,DUKAN-SOMAD,LOWW-VOBL,389,348,350.1
5(AIC-610),9,45780,AUV141,A320,UK32080,MANAT-NINOP-NAZAR,UTTT-OEMA,433,77,324.75
5(AIC-610),10,45780,AUV142,A320,UK32080,NAZAR-NINOP-MANAT,OEMA-UTTT,433,77,324.75
5(AIC-610),11,45781,AIC174,B772,VTAEI,MANAT-NINOP-NAZAR,KSFO-VIDP,433,345,389.7
5(AIC-610),12,45781,AIC180,B772,VTAEH,DUKAN-SOMAD,LOWW-VABB,389,345,350.1
5(AIC-610),13,45781,AUV141,A320,UK32080,MANAT-NINOP-NAZAR,UTTT-OEMA,433,77,324.75
5(AIC-610),14,45781,AUV142,A320,UK32080,NAZAR-NINOP-MANAT,OEMA-UTTT,433,77,324.75
5(AIC-610),15,45782,AIC174,B772,VTAEF,ADOBI-TUMBA-RIKOP,KSFO-VIDP,508,345,457.2
5(AIC-610),16,45782,AIC180,B772,VTAEG,ADOBI-TUMBA-RIKOP,KSFO-VABB,508,348,457.2
5(AIC-610),17,45782,AUV142,A320,UK32080,NAZAR-NINOP-MANAT,OEMA-UTTT,433,77,324.75
5(AIC-610),18,45783,AIC176,B772,VTAEH,ADOBI-TUMBA-RIKOP,KSFO-VOBL,508,345,457.2
5(AIC-610),19,45785,AIC180,B772,VTAEH,ADOBI-TUMBA-RIKOP,KSFO-VABB,508,345,457.2
5(AIC-610),20,45786,AIC101,A359,VTJRA,SOMAD-BODKA,VIDP-LOWW,370,280,310.8
5(AIC-610),21,45786,AIC180,B772,VTAEG,ADOBI-TUMBA-RIKOP,KSFO-VABB,508,348,457.2
5(AIC-610),22,45786,AIC193,A359,VTJRF,SOMAD-BODKA,VIDP-LOWW,370,280,310.8
5(AIC-610),23,45788,AIC180,B772,VTAEG,ADOBI-TUMBA-RIKOP,KSFO-VABB,508,348,457.2
5(AIC-610),24,45789,AIC180,B772,VTAEH,ADOBI-TUMBA-RIKOP,KSFO-VABB,508,345,457.2
5(AIC-610),25,45792,AIC180,B772,VTAEG,ADOBI-TUMBA-RIKOP,KSFO-VABB,508,348,457.2
5(AIC-610),26,45793,AIC180,B772,VTAEH,ADOBI-TUMBA-RIKOP,KSFO-VABB,508,345,457.2
5(AIC-610),27,45795,AIC174,B772,VTAEI,ADOBI-TUMBA-RIKOP,KSFO-VIDP,508,345,457.2
5(AIC-610),28,45798,AIC174,B772,VTAEF,ADOBI-TUMBA-RIKOP,KSFO-VIDP,508,345,457.2
5(AIC-610),29,45800,AIC174,B772,VTAEF,ADOBI-TUMBA-RIKOP,KSFO-VIDP,508,345,457.2
5(AIC-610),30,45800,AIC180,B772,VTAEG,ADOBI-TUMBA-RIKOP,KSFO-VABB,508,348,457.2
5(AIC-610),31,45800,AIC184,B772,VTAEE,ADOBI-TUMBA-RIKOP,KSFO-VIDP,508,345,457.2
5(AIC-610),32,45802,AIC180,B772,VTAEG,ADOBI-TUMBA-RIKOP,KSFO-VABB,508,348,457.2
5(AIC-610),33,45804,AIC174,B772,VTAEF,ADOBI-TUMBA-RIKOP,KSFO-VIDP,508,345,457.2
5(AIC-610),34,45805,AIC174,B772,VTAEE,ADOBI-TUMBA-RIKOP,KSFO-VIDP,508,345,457.2
5(AIC-610),35,45805,AIC186,B773,VTALQ,ADOBI-TUMBA-RIKOP,CYVR-VIDP,508,345,457.2
5(AIC-610),36,45806,AIC180,B772,VTAEG,ADOBI-TUMBA-RIKOP,KSFO-VABB,508,348,457.2
5(AIC-610),37,45806,AIC186D,B773,VTALR,ADOBI-TUMBA-RIKOP,CYVR-VIDP,508,345,457.2
5(AIC-610),38,45807,AIC180,B772,VTAEH,ADOBI-TUMBA-RIKOP,KSFO-VABB,508,345,457.2
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
