Line #,Flight Date Time,Flt. #,Acft. Reg.,Acft. Type Code,Location Code @ Type,,Flt. Info. Rgn.,Max. Take Off Weight @UOM,Route Date Time @ Type,,Weight Factor,"WP
Code",Distance @ UOM,,Quantity,Unit Price,Charge Amount,
10,"2025-09-04
19:23","AIC9
26",VTEXK,A20N,"OERK  @  Origin
VIDP  @  Destination",,"0
0","77.0000  @
TON","2025-09-04  16:21  @  Entry
2025-09-04  14:25  @  Exit",,1.2200,"TONVO
RASKI","779.000  @  KM
779.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-04
19:38","AIC9
70",VTRTM,A20N,"OTHH  @  Origin
VABB  @  Destination",,"0
0","77.0000  @
TON","2025-09-04  17:01  @  Entry
2025-09-04  16:00  @  Exit",,1.2200,"TONVO
PARAR","732.000  @  KM
732.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-04
20:05","AIC2
202",VTTVC,A21N,"VABB  @  Destination
OMDB  @  Origin",,"0
0","89.0000  @
TON","2025-09-04  16:40  @  Exit
2025-09-04  17:35  @  Entry",,1.2200,"PARAR
GOMTA","747.000  @  KM
747.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-04
20:16","AIC9
16",VTAND,B788,"VIDP  @  Destination
OMDB  @  Origin",,"0
0","228.0000  @
TON","2025-09-04  16:40  @  Exit
2025-09-04  17:19  @  Entry",,1.7100,"RASKI
LALDO","799.000  @  KM
799.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-04
22:05","AIC1
91",VTAEQ,B77W,"VABB  @  Origin
KEWR  @  Destination",,"0
0","352.0000  @
TON","2025-09-04  21:16  @  Entry
2025-09-04  21:03  @  Exit",,1.9500,"PARAR
MENSA","726.000  @  KM
726.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-04
22:48","AIC1
28",VTAEN,B77W,"EGLL  @  Origin
VABB  @  Destination",,"0
0","352.0000  @
TON","2025-09-04  20:28  @  Entry
2025-09-04  12:50  @  Exit",,1.9500,"TONVO
PARAR","732.000  @  KM
732.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-04
22:50","AIC9
84",VTANO,B788,"OMDB  @  Origin
VABB  @  Destination",,"0
0","228.0000  @
TON","2025-09-04  20:22  @  Entry
2025-09-04  19:40  @  Exit",,1.7100,"GOMTA
PARAR","747.000  @  KM
747.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-04
23:05","AIC2
290",VTTQI,A20N,"VABB  @  Destination
OTHH  @  Origin",,"0
0","77.0000  @
TON","2025-09-04  19:15  @  Exit
2025-09-04  20:33  @  Entry",,1.2200,"PARAR
TONVO","732.000  @  KM
732.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-04
23:11","AIC2
287",VTEXJ,A20N,"OEDF  @  Destination
VABB  @  Origin",,"0
0","77.0000  @
TON","2025-09-04  19:30  @  Exit
2025-09-04  21:36  @  Entry",,1.2200,"MENSA
PARAR","726.000  @  KM
726.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-04
23:13","AIC1
30D",VTAEO,B77W,"VABB  @  Destination
EGLL  @  Origin",,"0
0","352.0000  @
TON","2025-09-04  12:26  @  Exit
2025-09-04  21:27  @  Entry",,1.9500,"PARAR
MESPO","424.000  @  KM
424.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-04
23:20","AIC2
204",VTTNV,A20N,"OMDB  @  Origin
VOHS  @  Destination",,"0
0","77.0000  @
TON","2025-09-04  20:06  @  Entry
2025-09-04  19:25  @  Exit",,1.2200,"LALDO
PARAR","754.000  @  KM
754.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-04
23:23","AIC9
92",VTCIM,A20N,"OEJN  @  Origin
VIDP  @  Destination",,"0
0","79.0000  @
TON","2025-09-04  20:26  @  Entry
2025-09-04  17:55  @  Exit",,1.2200,"MIDGU
RASKI","875.000  @  KM
875.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-04
23:25","AIC1
12",VTTSE,B789,"VIDP  @  Destination
EGLL  @  Origin",,"0
0","255.0000  @
TON","2025-09-04  13:00  @  Exit
2025-09-04  20:38  @  Entry",,1.7100,"RASKI
TONVO","779.000  @  KM
779.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-04
23:30","AIC9
06",VTEXN,A20N,"OMDB  @  Origin
VOMM  @  Destination",,"0
0","77.0000  @
TON","2025-09-04  19:50  @  Entry
2025-09-04  19:10  @  Exit",,1.2200,"LALDO
PARAR","754.000  @  KM
754.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-04
23:34",AIC9 38,VTRTS,A20N,VABB  @  Destination OEJN  @  Origin,,"0
0",77.0000  @ TON,"2025-09-04  18:50  @  Exit
2025-09-04  21:16  @  Entry",,1.2200,PARAR MIDGU,"797.000  @  KM
797.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-04
23:59","AIC9
96",VTANL,B788,"OMDB  @  Origin
VIDP  @  Destination",,"0
0","228.0000  @
TON","2025-09-04  21:03  @  Entry
2025-09-04  20:16  @  Exit",,1.7100,"LALDO
RASKI","799.000  @  KM
799.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
00:00","AIC2
201",VTTVC,A21N,"VABB  @  Origin
OMDB  @  Destination",,"0
0","89.0000  @
TON","2025-09-05  13:14  @  Entry
N/P",,1.2200,"PARAR
MENSA","731.000  @  KM
731.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
00:00","AIC2
203",VTTNY,A20N,"OMDB  @  Destination
VOHS  @  Origin",,"0
0","77.0000  @
TON","N/P
2025-09-05  16:34  @  Entry",,1.2200,"MENSA
PARAR","731.000  @  KM
731.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
00:00","AIC9
29",VTANY,B788,"VIDP  @  Origin
OMDB  @  Destination",,"0
0","228.0000  @
TON","2025-09-05  04:07  @  Entry
N/P",,1.7100,"RASKI
MENSA","781.000  @  KM
781.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
00:00","AIC9
45",VTCIH,A20N,"VABB  @  Origin
OMAA  @  Destination",,"0
0","79.0000  @
TON","2025-09-05  17:43  @  Entry
N/P",,1.2200,"PARAR
SODEX","792.000  @  KM
792.000  @  KM",,1.0000,13.00,13.00,
Billing Entity: XB-E38 Civil Aviation Authority,,,,,,"Invoice #: 0320860591
Billing Period: Oct 2025, 02 Currency of Billing: USD",,,,"Charge Catgory: ATC
Charge Code: Meteorology",,,,Billed Entity: AI-098 AIR INDIA LTD,,,,
,,,,,,,,,,,,,,,,,,
Line #,Flight Date Time,Flt. #,Acft. Reg.,Acft. Type Code,Location Code @ Type,,Flt. Info. Rgn.,Max. Take Off Weight @UOM,Route Date Time @ Type,,Weight Factor,"WP
Code",Distance @ UOM,,Quantity,Unit Price,Charge Amount,
10,"2025-09-05
00:00",AIC1 01,VTJRE,A359,"VIDP  @  Origin
KJFK  @  Destination",,"0
0",280.0000  @ TON,"2025-09-06  00:18  @  Entry
N/P",,1.8000,RASKI MENSA,"774.000  @  KM
774.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
00:00","AIC2
209",VTTSO,B789,"OMDB  @  Destination
VIDP  @  Origin",,"0
0","255.0000  @
TON","N/P
2025-09-05  17:33  @  Entry",,1.7100,"MENSA
RASKI","781.000  @  KM
781.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
00:00","AIC9
05",VTEXP,A20N,"VOMM  @  Origin
OMDB  @  Destination",,"0
0","77.0000  @
TON","2025-09-05  15:43  @  Entry
N/P",,1.2200,"TOTOX
TARDI","698.000  @  KM
698.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
00:00","AIC9
83",VTANP,B788,"VABB  @  Origin
OMDB  @  Destination",,"0
0","228.0000  @
TON","2025-09-05  17:10  @  Entry
N/P",,1.7100,"PARAR
MENSA","731.000  @  KM
731.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
00:00","AIC9
33",VTCIE,A20N,"OMDB  @  Destination
VOCI  @  Origin",,"0
0","79.0000  @
TON","N/P
2025-09-05  08:04  @  Entry",,1.2200,"TARDI
TOTOX","698.000  @  KM
698.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
00:00","AIC9
19",VTEXJ,A20N,"VABB  @  Origin
OMDB  @  Destination",,"0
0","77.0000  @
TON","2025-09-05  13:13  @  Entry
N/P",,1.2200,"PARAR
MENSA","731.000  @  KM
731.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
00:00","AIC9
17",VTRTY,A20N,"VIDP  @  Origin
OMDB  @  Destination",,"0
0","77.0000  @
TON","2025-09-05  11:42  @  Entry
N/P",,1.2200,"RASKI
MENSA","781.000  @  KM
781.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
00:00","AIC9
15",VTANU,B788,"VIDP  @  Origin
OMDB  @  Destination",,"0
0","228.0000  @
TON","2025-09-05  14:09  @  Entry
N/P",,1.7100,"RASKI
MENSA","781.000  @  KM
781.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
00:01","AIC9
32",VTCIG,A20N,"VABB  @  Destination
OEJN  @  Origin",,"0
0","79.0000  @
TON","2025-09-06  19:40  @  Exit
2025-09-05  21:51  @  Entry",,1.2200,"PARAR
MIDGU","797.000  @  KM
797.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
00:01","AIC9
36",VTTQH,A20N,"VABB  @  Destination
OEDF  @  Origin",,"0
0","77.0000  @
TON","2025-09-06  20:30  @  Exit
2025-09-05  21:36  @  Entry",,1.2200,"PARAR
LABRI","785.000  @  KM
785.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
00:14","AIC1
28",VTAEN,B77W,"EGLL  @  Origin
VABB  @  Destination",,"0
0","352.0000  @
TON","2025-09-05  21:54  @  Entry
2025-09-06  15:10  @  Exit",,1.9500,"TONVO
PARAR","732.000  @  KM
732.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
02:48","AIC9
21",VTEXN,A20N,"OERK  @  Destination
VABB  @  Origin",,"0
0","77.0000  @
TON","2025-09-06  22:35  @  Exit
2025-09-06  00:43  @  Entry",,1.2200,"MENSA
PARAR","726.000  @  KM
726.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
03:55","AIC2
018",VTTSN,B789,"EGLL  @  Origin
VIDP  @  Destination",,"0
0","255.0000  @
TON","2025-09-05  03:04  @  Entry
2025-09-05  03:03  @  Exit",,1.7100,"TONVO
RASKI","779.000  @  KM
779.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
04:07","AIC1
52",VTNAA,B788,"VIDP  @  Destination
LSZH  @  Origin",,"0
0","228.0000  @
TON","2025-09-06  19:15  @  Exit
2025-09-06  01:15  @  Entry",,1.7100,"RASKI
TONVO","779.000  @  KM
779.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
04:09","AIC1
87",VTALQ,B77W,"VIDP  @  Origin
LOWW  @  Destination",,"0
0","352.0000  @
TON","2025-09-05  22:25  @  Entry
2025-09-06  20:06  @  Exit",,1.9500,"RASKI
MENSA","774.000  @  KM
774.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
04:10","AIC1
56",VTALT,B77W,"EHAM  @  Origin
VIDP  @  Destination",,"0
0","352.0000  @
TON","2025-09-06  01:20  @  Entry
2025-09-06  18:35  @  Exit",,1.9500,"TONVO
RASKI","779.000  @  KM
779.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
04:25","AIC2
288",VTEXJ,A20N,"OEDF  @  Origin
VABB  @  Destination",,"0
0","77.0000  @
TON","2025-09-05  01:54  @  Entry
2025-09-05  00:50  @  Exit",,1.2200,"TONVO
PARAR","732.000  @  KM
732.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
04:52",AIC1 58,VTNAC,B788,VIDP  @  Destination EKCH  @  Origin,,"0
0",228.0000  @ TON,"2025-09-06  19:30  @  Exit
2025-09-06  02:02  @  Entry",,1.7100,RASKI TONVO,"779.000  @  KM
779.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
05:02","AIC1
18",VTANV,B788,"VIAR  @  Destination
EGBB  @  Origin",,"0
0","228.0000  @
TON","2025-09-06  18:45  @  Exit
2025-09-06  01:44  @  Entry",,1.7100,"RASKI
TONVO","779.000  @  KM
779.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
05:03","AIC1
42",VTAND,B788,"VIDP  @  Destination
LFPG  @  Origin",,"0
0","228.0000  @
TON","2025-09-06  18:45  @  Exit
2025-09-06  02:13  @  Entry",,1.7100,"RASKI
TONVO","779.000  @  KM
779.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
05:09","AIC2
018",VTTSP,B789,"EGLL  @  Origin
VIDP  @  Destination",,"0
0","255.0000  @
TON","2025-09-06  02:19  @  Entry
2025-09-06  19:35  @  Exit",,1.7100,"TONVO
RASKI","779.000  @  KM
779.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
05:18","AIC2
030",VTTSN,B789,"EDDF  @  Origin
VIDP  @  Destination",,"0
0","255.0000  @
TON","2025-09-06  02:28  @  Entry
2025-09-06  19:15  @  Exit",,1.7100,"TONVO
RASKI","779.000  @  KM
779.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
06:07","AIC1
44",VTAEQ,B77W,"KEWR  @  Origin
VABB  @  Destination",,"0
0","352.0000  @
TON","2025-09-06  03:46  @  Entry
2025-09-06  15:30  @  Exit",,1.9500,"TONVO
PARAR","732.000  @  KM
732.000  @  KM",,1.0000,13.00,13.00,
Billing Entity: XB-E38 Civil Aviation Authority,,,,,,"Invoice #: 0320860591
Billing Period: Oct 2025, 02 Currency of Billing: USD",,,,"Charge Catgory: ATC
Charge Code: Meteorology",,,,Billed Entity: AI-098 AIR INDIA LTD,,,,
,,,,,,,,,,,,,,,,,,
Line #,Flight Date Time,Flt. #,Acft. Reg.,Acft. Type Code,Location Code @ Type,,Flt. Info. Rgn.,Max. Take Off Weight @UOM,Route Date Time @ Type,,Weight Factor,"WP
Code",Distance @ UOM,,Quantity,Unit Price,Charge Amount,
10,"2025-09-05
06:11",AIC1 61,VTJRB,A359,EGLL  @  Destination VIDP  @  Origin,,"0
0",280.0000  @ TON,"2025-09-06  20:30  @  Exit
2025-09-05  22:59  @  Entry",,1.8000,MENSA RASKI,"774.000  @  KM
774.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
06:38","AIC1
32",VTANL,B788,"VOBL  @  Destination
EGLL  @  Origin",,"0
0","228.0000  @
TON","2025-09-06  21:20  @  Exit
2025-09-06  03:33  @  Entry",,1.7100,"PARAR
TONVO","732.000  @  KM
732.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
08:04","AIC9
22",VTCIQ,A20N,"VABB  @  Destination
OERK  @  Origin",,"0
0","79.0000  @
TON","2025-09-05  04:15  @  Exit
2025-09-05  05:35  @  Entry",,1.2200,"PARAR
TONVO","732.000  @  KM
732.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
08:05","AIC1
02",VTJRH,A359,"VIDP  @  Destination
KJFK  @  Origin",,"0
0","280.0000  @
TON","2025-09-06  16:40  @  Exit
2025-09-06  05:10  @  Entry",,1.8000,"RASKI
TONVO","779.000  @  KM
779.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
08:41","AIC2
025",VTTSD,B789,"EDDF  @  Destination
VIDP  @  Origin",,"0
0","255.0000  @
TON","2025-09-06  23:30  @  Exit
2025-09-06  02:01  @  Entry",,1.7100,"MENSA
RASKI","774.000  @  KM
774.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
08:51","AIC1
26",VTAEF,B77L,"VIDP  @  Destination
KORD  @  Origin",,"0
0","348.0000  @
TON","2025-09-06  17:00  @  Exit
2025-09-06  06:00  @  Entry",,1.9500,"RASKI
TONVO","779.000  @  KM
779.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
08:55","AIC1
88",VTALP,B77W,"VIDP  @  Destination
CYYZ  @  Origin",,"0
0","352.0000  @
TON","2025-09-06  17:10  @  Exit
2025-09-06  06:08  @  Entry",,1.9500,"RASKI
TONVO","779.000  @  KM
779.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
09:07","AIC1
29",VTAEO,B77W,"VABB  @  Origin
EGLL  @  Destination",,"0
0","352.0000  @
TON","2025-09-06  01:45  @  Entry
2025-09-06  23:35  @  Exit",,1.9500,"PARAR
MENSA","726.000  @  KM
726.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
09:41","AIC1
11",VTJRA,A359,"VIDP  @  Origin
EGLL  @  Destination",,"0
0","280.0000  @
TON","2025-09-05  02:36  @  Entry
2025-09-05  00:30  @  Exit",,1.8000,"RASKI
MENSA","774.000  @  KM
774.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
11:16","AIC9
30",VTANY,B788,"OMDB  @  Origin
VIDP  @  Destination",,"0
0","228.0000  @
TON","2025-09-05  08:19  @  Entry
2025-09-05  07:00  @  Exit",,1.7100,"LALDO
RASKI","799.000  @  KM
799.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
12:42","AIC1
05",VTJRI,A359,"KEWR  @  Destination
VIDP  @  Origin",,"0
0","280.0000  @
TON","2025-09-06  20:25  @  Exit
2025-09-05  22:38  @  Entry",,1.8000,"MENSA
RASKI","774.000  @  KM
774.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
12:53","AIC1
29D",VTAEN,B77W,"EGLL  @  Destination
VABB  @  Origin",,"0
0","352.0000  @
TON","2025-09-05  04:00  @  Exit
2025-09-05  05:46  @  Entry",,1.9500,"MESPO
PARAR","424.000  @  KM
424.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
15:38","AIC9
34",VTCIE,A20N,"VOCI  @  Destination
OMDB  @  Origin",,"0
0","79.0000  @
TON","2025-09-05  11:30  @  Exit
2025-09-05  12:04  @  Entry",,1.2200,"TOTOX
TARDI","705.000  @  KM
705.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
15:46","AIC1
55",VTALT,B77W,"EHAM  @  Destination
VIDP  @  Origin",,"0
0","352.0000  @
TON","2025-09-05  06:46  @  Exit
2025-09-05  08:53  @  Entry",,1.9500,"MENSA
RASKI","774.000  @  KM
774.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
16:17","AIC9
91",VTCIM,A20N,"VIDP  @  Origin
OEJN  @  Destination",,"0
0","79.0000  @
TON","2025-09-05  13:32  @  Entry
2025-09-05  11:10  @  Exit",,1.2200,"RASKI
LUDID","878.000  @  KM
878.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
16:37","AIC9
69",VTPPJ,A321,"OTHH  @  Destination
VABB  @  Origin",,"0
0","89.0000  @
TON","2025-09-05  13:05  @  Exit
2025-09-05  15:20  @  Entry",,1.2200,"MENSA
PARAR","726.000  @  KM
726.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
16:43","AIC1
13",VTANV,B788,"VIDP  @  Origin
EGBB  @  Destination",,"0
0","228.0000  @
TON","2025-09-05  09:23  @  Entry
2025-09-05  07:05  @  Exit",,1.7100,"RASKI
MENSA","774.000  @  KM
774.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
17:09",AIC1 51,VTNAA,B788,"VIDP  @  Origin
LSZH  @  Destination",,"0
0",228.0000  @ TON,"2025-09-05  10:46  @  Entry
2025-09-05  08:30  @  Exit",,1.7100,RASKI MENSA,"774.000  @  KM
774.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
17:37","AIC2
017",VTTSP,B789,"VIDP  @  Origin
EGLL  @  Destination",,"0
0","255.0000  @
TON","2025-09-05  10:28  @  Entry
2025-09-05  08:00  @  Exit",,1.7100,"PARAR
MENSA","726.000  @  KM
726.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
17:39","AIC1
43",VTAND,B788,"VIDP  @  Origin
LFPG  @  Destination",,"0
0","228.0000  @
TON","2025-09-05  10:41  @  Entry
2025-09-05  07:30  @  Exit",,1.7100,"RASKI
MENSA","774.000  @  KM
774.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
17:44","AIC1
57",VTNAC,B788,"VIDP  @  Origin
EKCH  @  Destination",,"0
0","228.0000  @
TON","2025-09-05  11:13  @  Entry
2025-09-05  08:40  @  Exit",,1.7100,"RASKI
MENSA","774.000  @  KM
774.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
17:50","AIC2
029",VTTSN,B789,"EDDF  @  Destination
VIDP  @  Origin",,"0
0","255.0000  @
TON","2025-09-05  08:15  @  Exit
2025-09-05  11:22  @  Entry",,1.7100,"MENSA
RASKI","774.000  @  KM
774.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
17:55","AIC9
18",VTRTY,A20N,"OMDB  @  Origin
VIDP  @  Destination",,"0
0","77.0000  @
TON","2025-09-05  14:41  @  Entry
2025-09-05  13:50  @  Exit",,1.2200,"LALDO
RASKI","799.000  @  KM
799.000  @  KM",,1.0000,13.00,13.00,
Billing Entity: XB-E38 Civil Aviation Authority,,,,,,"Invoice #: 0320860591
Billing Period: Oct 2025, 02 Currency of Billing: USD",,,,"Charge Catgory: ATC
Charge Code: Meteorology",,,,Billed Entity: AI-098 AIR INDIA LTD,,,,
,,,,,,,,,,,,,,,,,,
Line #,Flight Date Time,Flt. #,Acft. Reg.,Acft. Type Code,Location Code @ Type,,Flt. Info. Rgn.,Max. Take Off Weight @UOM,Route Date Time @ Type,,Weight Factor,"WP
Code",Distance @ UOM,,Quantity,Unit Price,Charge Amount,
10,"2025-09-05
18:04",AIC2 289,VTCIQ,A20N,"VABB  @  Origin
OTHH  @  Destination",,"0
0",79.0000  @ TON,"2025-09-05  16:48  @  Entry
2025-09-05  14:35  @  Exit",,1.2200,PARAR MENSA,"726.000  @  KM
726.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
18:08","AIC9
31",VTCIG,A20N,"VABB  @  Origin
OEJN  @  Destination",,"0
0","79.0000  @
TON","2025-09-05  15:22  @  Entry
2025-09-05  13:40  @  Exit",,1.2200,"PARAR
LUDID","806.000  @  KM
806.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
18:27","AIC2
202",VTTVC,A21N,"VABB  @  Destination
OMDB  @  Origin",,"0
0","89.0000  @
TON","2025-09-05  15:15  @  Exit
2025-09-05  15:59  @  Entry",,1.2200,"PARAR
GOMTA","747.000  @  KM
747.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
18:30","AIC1
62",VTJRE,A359,"EGLL  @  Origin
VIDP  @  Destination",,"0
0","280.0000  @
TON","2025-09-05  15:35  @  Entry
2025-09-05  08:45  @  Exit",,1.8000,"TONVO
RASKI","779.000  @  KM
779.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
18:41","AIC9
20",VTEXJ,A20N,"OMDB  @  Origin
VABB  @  Destination",,"0
0","77.0000  @
TON","2025-09-05  16:09  @  Entry
2025-09-05  15:30  @  Exit",,1.2200,"GOMTA
PARAR","747.000  @  KM
747.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
18:45","AIC1
33",VTANL,B788,"EGLL  @  Destination
VOBL  @  Origin",,"0
0","228.0000  @
TON","2025-09-05  09:00  @  Exit
2025-09-05  11:35  @  Entry",,1.7100,"MESPO
PARAR","424.000  @  KM
424.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
18:46","AIC9
35",VTTQH,A20N,"VABB  @  Origin
OEDF  @  Destination",,"0
0","77.0000  @
TON","2025-09-05  17:18  @  Entry
2025-09-05  15:35  @  Exit",,1.2200,"PARAR
MENSA","726.000  @  KM
726.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
19:36","AIC2
026",VTTSD,B789,"VIDP  @  Destination
EDDF  @  Origin",,"0
0","255.0000  @
TON","2025-09-05  10:10  @  Exit
2025-09-05  17:09  @  Entry",,1.7100,"RASKI
MESPO","453.000  @  KM
453.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
21:08","AIC1
31",VTAEM,B77W,"VABB  @  Origin
EGLL  @  Destination",,"0
0","352.0000  @
TON","2025-09-05  13:53  @  Entry
2025-09-05  11:45  @  Exit",,1.9500,"PARAR
MENSA","726.000  @  KM
726.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
21:11","AIC9
16",VTANU,B788,"OMDB  @  Origin
VIDP  @  Destination",,"0
0","228.0000  @
TON","2025-09-05  18:18  @  Entry
2025-09-05  17:40  @  Exit",,1.7100,"LALDO
RASKI","799.000  @  KM
799.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
21:45","AIC1
12",VTJRA,A359,"VIDP  @  Destination
EGLL  @  Origin",,"0
0","280.0000  @
TON","2025-09-05  12:15  @  Exit
2025-09-05  18:56  @  Entry",,1.8000,"RASKI
TONVO","779.000  @  KM
779.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
21:53","AIC9
70",VTPPJ,A321,"VABB  @  Destination
OTHH  @  Origin",,"0
0","89.0000  @
TON","2025-09-05  18:30  @  Exit
2025-09-05  19:22  @  Entry",,1.2200,"PARAR
TONVO","732.000  @  KM
732.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
22:47","AIC9
84",VTANP,B788,"OMDB  @  Origin
VABB  @  Destination",,"0
0","228.0000  @
TON","2025-09-05  20:23  @  Entry
2025-09-05  19:40  @  Exit",,1.7100,"GOMTA
PARAR","747.000  @  KM
747.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
22:59","AIC9
92",VTCIM,A20N,"VIDP  @  Destination
OEJN  @  Origin",,"0
0","79.0000  @
TON","2025-09-05  17:55  @  Exit
2025-09-05  20:11  @  Entry",,1.2200,"RASKI
MIDGU","875.000  @  KM
875.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
23:16","AIC9
46",VTCIH,A20N,"VABB  @  Destination
OMAA  @  Origin",,"0
0","79.0000  @
TON","2025-09-05  20:15  @  Exit
2025-09-05  20:44  @  Entry",,1.2200,"PARAR
LABRI","785.000  @  KM
785.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
23:20","AIC2
204",VTTNY,A20N,"VOHS  @  Destination
OMDB  @  Origin",,"0
0","77.0000  @
TON","2025-09-05  19:25  @  Exit
2025-09-05  20:05  @  Entry",,1.2200,"PARAR
LALDO","754.000  @  KM
754.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
23:24","AIC9
06",VTEXP,A20N,"OMDB  @  Origin
VOMM  @  Destination",,"0
0","77.0000  @
TON","2025-09-05  19:52  @  Entry
2025-09-05  19:10  @  Exit",,1.2200,"LALDO
PARAR","754.000  @  KM
754.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
23:28",AIC2 290,VTCIQ,A20N,VABB  @  Destination OTHH  @  Origin,,"0
0",79.0000  @ TON,"2025-09-05  19:15  @  Exit
2025-09-05  20:51  @  Entry",,1.2200,PARAR MENSA,"727.000  @  KM
727.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
23:36","AIC2
283",VTEXR,A20N,"OTHH  @  Destination
VABB  @  Origin",,"0
0","77.0000  @
TON","2025-09-05  20:16  @  Exit
2025-09-05  22:28  @  Entry",,1.2200,"MENSA
RASKI","774.000  @  KM
774.000  @  KM",,1.0000,13.00,13.00,
10,"2025-09-05
23:54","AIC2
287",VTEXJ,A20N,"OEDF  @  Destination
VABB  @  Origin",,"0
0","77.0000  @
TON","2025-09-05  19:55  @  Exit
2025-09-05  22:21  @  Entry",,1.2200,"MENSA
PARAR","726.000  @  KM
726.000  @  KM",,1.0000,13.00,13.00,
